Site	abs.f420.5	Alk	Altitude	ARO_uppstream	pH	TOC	Tot.N_ps	TP	Turbidity	LC_Urban
BDpf30_08	0.176471143115779	0.182321556793955	1.32776142953833	1.77496524973174	7	2.37954613413017	5.91620206260743	25	3	0.1
BDpf31_08	0.401457086710626	0.431782416425538	0.526589034139045	1.9460768955194	7.1	3.09104245335832	6.47850964220857	40	2	0.3
BDpf32_08	0.138891998866619	0.104360015324243	1.02667203119905	1.68628325669399	6.4	2.29253475714054	6.04263283368238	24	4	1.3
BDpf33_08	0.194744076792512	0.165514438477573	1.02667203119905	1.99851433228736	7	2.484906649788	6.17586727010576	24	2	0.2
BDpf34_08	0.155292884406035	0.3293037471426	1.59570923040387	1.25550186069728	7.3	2.26176309847379	5.73979291217923	19	2	2.9
BDpf37_08	0.0834216081390724	0.62057648772511	0.741276311375015	1.25780636419948	7	2.56494935746154	6.47850964220857	21	3	5.4
BDpf39_08	0.727548607277278	0.385262400790645	0.741276311375015	1.52547184155401	6.2	3.71357206670431	6.36475075685191	67	4	0
BDpf40_08	0.171429115627531	0.0953101798043249	1.02667203119905	1.73403132149329	6.7	2.484906649788	5.56452040732269	19	3	0.8
BDpf41_08	0.439544421761027	0.0217614917815127	1.85950144744983	1.69165051172535	5.6	3.2188758248682	5.77144112313002	19	3	0
BDpf42_08	0.27002713721306	0.0324671901375014	1.83294514609533	1.23866552140029	6	2.63905732961526	5.48479693349065	14	2	0
BDpf43_08	0.296394013053802	0.0639133257436529	1.88739063097878	1.34825663834845	5.7	2.63905732961526	6.66057514983969	47	3	0
BDpf44_08	0.0544881852840698	0.418710334858185	1.93190298131817	1.36826366161646	7	1.85629799036563	8.1318247850072	19	2	5.6
BDpf46_08	0.390013003549243	0.165514438477573	1.91499389772618	1.41100948293942	6.7	2.99573227355399	6.36475075685191	110	2	3.3
BDpf47_08	0.486123011125619	0.104360015324243	1.91499389772618	1.48263246055986	6.1	3.36729582998647	6.15485809401642	30	3	0
BD1004_06	0.148420005118273	0.372941916402604	1.66064037933481	1.68119586666697	7.1	2.31253542384721	6.17586727010576	110	2.675	0.2
BD1005_06	0.0732504617395927	0.311886761148598	1.79463530285411	1.78902350016044	7	1.7227665977411	5.44241771052179	11	2.096	0
BD1006_06	0.561898893949991	0.65232518603969	1.44882223836587	1.7094872046389	7.3	3.25809653802148	6.86797440897029	200	2.988	0
BD1013_06	0.0109399400383343	0.247641022914597	1.98310975696631	1.72929326212772	7.6	0.8754687373539	4.70953020131233	1.5	2.038	0
BD1014_06	0.12751332029896	0.523544396173765	1.82869338274209	1.83633636489579	7.8	1.84054963339749	5.6021188208797	11	2.353	0
BD1016_06	0.0217614917815127	0.173112617708645	1.9763847732858	1.73134216428067	7.3	0.832909122935104	4.33073334028633	5	2.033	0
BD1023_06	0.285930539412975	0.545227050483323	1.80523565038902	1.65155561370799	7.5	2.29253475714054	5.77144112313002	19	2.549	0.5
BD1032_06	0.049742091894814	0.262364264467491	1.89015592184932	1.87054386444035	7.8	1.25276296849537	5.01727983681492	8	2.142	0
BD1033_06	0.131905070879939	0.308219723669329	1.7254630513334	1.63950405592642	7.4	1.77495235091167	5.19849703126583	17	2.452	0
BD1039_06	0.0695260626486103	0.293415604299541	1.88739063097878	1.61591075004885	7.4	1.45861502269952	5.08140436498446	10	2.188	0
BD1040_06	0.0285874568519125	0.122217632724249	2.00570499233886	1.63040529213599	7.3	1.1314021114911	4.70953020131233	4	2.03	0
BD1043_06	0.0676586484738149	0.24137631957527	1.75995646498688	2.43041236933676	7.7	1.22377543162212	4.79579054559674	4	2.265	0.1
BD1048_06	0.10345870836823	0.25696509978972	1.68537049056349	1.8223319747705	7.5	2.10413415427021	5.80211837537706	9	2.318	0
N2_07	0.34571510370239	0.110646520087064	1.60271761990988	1.44882223836587	6.5	3.02836537588582	6.96959390869074	28.8116182539682	2	0
N3_07	0.372252973902051	0.0266419309464211	1.67930420215346	0	5.8	3.04485412873962	6.573472650086	18.1755916666666	2	0
N5_07	0.361164849211584	0.104360015324243	1.69032592694936	1.5643639363267	6.7	2.96468170880905	6.55112800057405	17.1703227272727	2	0
N6_07	0.163818085229395	0.175632568643158	1.20651132140752	1.12474826290904	6.7	2.5893150307618	7.38475392760189	66.3623875000001	2	1.6
N8_07	0.201306856705035	0.197210169287705	1.61198923674226	1.40086446789987	6.9	2.60758173223412	6.73038510384148	39.0862857142857	2	0
N9_07	0.148420005118273	0.142367241286922	1.61555805313746	1.42984554728975	7	2.3045733261868	6.47646767145182	13.3537204545454	2	0
N10_07	0.220740666697899	0.0925791812930932	1.49074853750981	1.36826366161646	6.7	2.65296730567978	6.77648909027351	30.8459549450549	2	0
N11_07	0.159564569671338	0.152721087017664	1.40768558788977	1.67125157929528	7	2.56009878459184	6.54588761427025	32.0412105006105	2	0.6
N13_07	0.093490343087339	0.165514438477573	1.57229919422346	0.917920362015871	7	2.27646645531072	6.49047676657678	23.6964281385281	2	0
N16_08	0.200475353332172	0.774661717149122	1.43182986155615	0.78569102324889	7.42299578869048	2.67436952740468	8.00552139863909	99.155797916667	2	0.9
N17_08	0.320838202024188	0.399457991065037	1.6560246806602	1.59004932949083	6.92792034632036	2.92762829260105	7.21244600569057	54.5699604166668	3	0.3
N22_08	0.227617793613892	0.739549938029045	1.43766302029554	1.37757472183758	7.41707666666667	2.75723503531202	7.38221824226854	83.1148729166668	3	0.1
N26_08	0.173263368290017	0.732032250061866	1.31583241868315	1.36413838634931	7.44270679292931	2.62434622936852	7.91380693105186	80.0784833333333	2	0.9
N29_08	0.264680855653671	0.210977906177623	1.73519284935663	1.65739611343114	6.83999639610392	2.68628515992046	6.72657720815883	31.2883140054389	2	0.1
N30_08	0.153150930244144	1.00471682038579	1.11225885883607	1.61555805313746	7.46024990214647	2.39363483258758	8.59529437246922	78.2518958333332	3	1.2
N32_08	0.195151944808217	0.606829006578981	1.0705291605995	1.43956870034789	7.31658916666668	2.71297898703738	7.08701303602009	73.7716125000001	2	0.1
N33_08	0.193432095612195	0.607742345919908	0.848012347965441	1.44517448606505	7.33612184027779	2.67839406955722	7.13295498163428	62.4742979166669	2	0.1
S170011_08	0.171413148877526	0.643491530033408	1.59451225910557	1.52783983185508	7.3981143939394	2.65094805000339	7.15345421429842	76.0959041666667	3	0
S170012_08	0.198384859278736	0.612808536740517	1.58118857294622	1.76851392045601	7.27991547619048	2.69462718077007	7.62364194651157	142.8	2	0.3
S170013_08	0.122811779473895	0.546399744251636	1.62145403095835	1.38647429869641	7.280160981241	2.46247601190544	6.83386202736406	67.6815145833334	2	0
S170016_08	0.313349819200359	0.159564569671338	1.59045995136017	1.60723229115165	6.7	2.90690105984738	6.67544483984311	36.3	2	4.4
S170019_08	0.247641022914597	0.28292075535007	1.58756448332165	1.82607814740772	6.7	2.88480071284671	6.42454482224912	66.3	2	0.1
S170022_08	0.21591750622247	0.286681572118197	1.61413971763607	1.38771400405163	6.9	2.71469474382088	6.87419849545329	149	3	0
S170025_08	0.236651901339002	0.122217632724249	1.7472547592587	1.66512639686998	6.8	2.59525470695687	6.46567805237724	30.5	2	0.2
S170026_08	0.413082742341089	0.536398191179458	1.58714678025855	1.77471262561844	7.11497416666667	3.31418600467253	7.22635445406864	127.9	3	0
S170031_08	0.229719451443091	0.52063359718066	1.69999534295699	1.23866552140029	7.09675892857144	2.81202565410735	7.01307960398509	73.9669166666668	2	0
S170032_08	0.219135529916671	0.157003748809665	1.6571227645934	1.33428537248171	6.5	2.62466859216316	6.34035930372775	67	2	0
S170033_08	0.170745466419181	0.449482411235795	1.72315325101106	1.74386238890417	7.1251309920635	2.59291793881245	6.63860823337482	37.9382818778443	2	0.1
S170034_08	0.182801223481525	0.446359237169518	1.6524030880939	1.68236668410914	7.11328103174603	2.62277161554719	6.85648851055856	41.873436426074	3	0.5
S170036_08	0.182321556793955	0.165514438477573	1.65155561370799	1.88266796014511	6.7	2.484906649788	6.35610766069589	35.7	2	0.4
S170037_08	0.204572165728774	0.0769610411361284	1.7513148227388	1.95116997900946	6.5	2.61739583283408	6.80350525760834	17.8	2	0.5
S170038_08	0.203500364968983	0.164224149188689	1.76969648330667	1.80686040681696	6.88117905303031	2.61298877607014	6.46489658949834	17.4899113636363	2	0.1
SBy36_06	0.0815799869924228	0.144100343973757	1.57501476613144	2.2475845891835	6.8	2.50959926237837	6.19174880427611	18.8	2.49	0
SAs32_06	0.0535407669280298	0.22314355131421	1.57320916484779	2.45598035814903	7.4	1.97408102602201	6.37331978957701	13	2.337	0.6
SKa5_06	0.0295588022415444	0.246860077931526	1.5718423957831	2.45598035814903	7.3	1.75785791755237	6.47850964220857	6	2.327	0.6
SVi15_06	0.198850858745165	0.148420005118273	1.68329708368182	1.71731300539286	6.8	2.68102152871429	6.57228254269401	16.8	2.175	0.8
S170005_07	0.308709439643857	0	1.8506736262232	1.22844503506359	5	2.77518950393984	5.93357056868908	7.33333333333333	2.074	0
D79_08	0.130150684465045	0.929404371019538	1.56531665505968	1.65296559971526	7.2	2.72129542785223	7.72466756687601	86.5	3	0.9
D81_08	0.294905917541101	0.74288927245476	1.54519363154793	1.49002530906985	6.8	3.18635263316264	7.0796055359088	63.5	2	0.1
D83_08	0.202124184090134	0.707050085728937	1.48929922541755	1.47959047901902	7.2	2.9704144655697	7.19105275311609	70	2	0
D88_08	0.223943231484774	0.715397789494765	1.5555453730992	1.58419374708306	7.1	2.92316158071916	7.31021587807	149.5	2	0
D97_08	0.336472236621213	0.324977857195478	1.57000297420849	1.30504295282867	6.5	3.08648663682246	6.97119945153867	128	2	0
D98_08	0.136277618292548	0.216722983511287	1.42984554728975	1.34975231076127	7	2.45100509811232	6.01737592889248	23.5	2	0
D100_08	0.346422567474381	0.348541960708543	1.5996388013001	1.28975285458143	6.8	3.13983261752775	7.53021171891931	212	3	0.4
D109_08	0.0962188577405429	0.622188091619451	1.52842695055997	1.72026120589696	7.3	2.50959926237837	6.33947708046806	34	2	0.1
D111_08	0.19062035960865	0.141499562273699	1.68306500113563	1.6190516765007	6.6	2.71469474382088	6.19746193958722	21	2	0
D113_08	0.346422567474381	0.0788111804242898	1.72189476247005	0.62885862143468	6	3.07269331469012	6.29249463707926	33.5	2	0
D114_08	0.231905056982783	0.260824618281898	1.72007860952669	1.55804020752867	6.9	2.78501124223834	6.20959555659865	16	3	0
D120_08	0.341459778132252	0.221542269947236	1.62813101506716	1.4142779693193	6.6	3.23080439573347	6.81783057145415	26	2	0
D122_08	0.467500499027617	0.951271700769401	1.56531665505968	1.54142124691913	7	3.69386699562498	7.57788968523301	108.5	3	0.6
D125_08	0.121332285167525	1.17588192415941	1.56531665505968	1.58630827892346	7.3	2.86220088092947	7.36707705988101	134	3	6.5
D126_08	0.105260510657493	0.78754785598143	1.57000297420849	1.24114975015993	7.5	2.45100509811232	6.38519439899773	39.5	3	0
D127_08	0.108854404912082	0.768254653046751	1.60347857350485	1.34061132251487	7.4	2.60268968544438	6.38856140554563	33	2	0.9
