lemma	wvorm
af_lopen	vd
aan_slaan	vd
aan_komen	od
op_lopen	od
voor_komen	od
voor_nemen	vd
snel_stromen	od
gerust_stellen	od
op_groeien	od
in_gelasten	vd
af_keuren	od
voor_bereiden	od
voor_gaan	od
dicht_bebossen	vd
aan_tekenen	vd
krijg_vangen	vd
risico_reduceren	od
ontwikkeling_ondersteunen	od
onder_ontwikkelen	vd
af_wijzen	od
niet_vaccineren	vd
