# --------------------------------------------------------------------------------------------------------
# Contents:
# The different soil profiles of the Dutch Soil Map.
#
# Source:
# Download "Bodemkaart 1:50.000" at https://bodemdata.nl/basiskaarten. This file is a reduced version of the table "normalsoilprofiles" within "BRO-SGM-DownloadBodemkaart-V2024-01_1.gpkg"
#
# Date:
# 2025-08-05
# --------------------------------------------------------------------------------------------------------
normalsoilprofile_id,soilunit,name
2120,zWz,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand
2121,zWzx,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand
2125,zWz,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand
2130,vWz,Moerige eerdgronden met een moerige bovengrond op zand
2131,vWzg,Moerige eerdgronden met een moerige bovengrond op zand
2140,vWzx,Moerige eerdgronden met een moerige bovengrond op zand
2150,fvWz,Moerige eerdgronden met een moerige bovengrond op zand
2151,fvWzt,Moerige eerdgronden met een moerige bovengrond op zand
2160,iWz,Moerige eerdgronden met een veenkoloniaal dek en een moerige tussenlaag op zand
3011,Y21g,Holtpodzolgronden; leemarm en zwak lemig fijn zand
3030,gY30,Holtpodzolgronden; grof zand
3040,cY21,Loopodzolgronden; leemarm en zwak lemig fijn zand
3050,cY23,Loopodzolgronden; lemig fijn zand
3060,cY23x,Loopodzolgronden; lemig fijn zand
3070,gcY30,Loopodzolgronden; grof zand
4015,uHn21,Veldpodzolgronden; leemarm en zwak lemig fijn zand
4030,Hn21x,Veldpodzolgronden; leemarm en zwak lemig fijn zand
4031,Hn21t,Veldpodzolgronden; leemarm en zwak lemig fijn zand
4040,kHn21,Veldpodzolgronden; leemarm en zwak lemig fijn zand
4041,kHn21x,Veldpodzolgronden; leemarm en zwak lemig fijn zand
4045,kHn21,Veldpodzolgronden; leemarm en zwak lemig fijn zand
4060,Hn23g,Veldpodzolgronden; lemig fijn zand
4070,Hn23x,Veldpodzolgronden; lemig fijn zand
4071,Hn23t,Veldpodzolgronden; lemig fijn zand
4100,cHn21g,Laarpodzolgronden; leemarm en zwak lemig fijn zand
4110,cHn21x,Laarpodzolgronden; leemarm en zwak lemig fijn zand
4111,cHn21t,Laarpodzolgronden; leemarm en zwak lemig fijn zand
4121,cHn23g,Laarpodzolgronden; lemig fijn zand
4130,cHn23x,Laarpodzolgronden; lemig fijn zand
4131,cHn23t,Laarpodzolgronden; lemig fijn zand
4140,Hd21,Haarpodzolgronden; leemarm en zwak lemig fijn zand
4150,Hd21g,Haarpodzolgronden; leemarm en zwak lemig fijn zand
4160,gHd30,Haarpodzolgronden; grof zand
4170,cHd21,Kamppodzolgronden; leemarm en zwak lemig fijn zand
5010,BLd5,Radebrikgronden; zandige leem
5011,BLd5g,Radebrikgronden; zandige leem
5020,BLd6,Radebrikgronden; siltige leem
5030,BLb6,Bergbrikgronden; siltige leem
5040,BKd25,Radebrikgronden; fijnzandige lichte zavel
8010,EZg21,Lage enkeerdgronden; leemarm en zwak lemig fijn zand
8012,EZg21w,Lage enkeerdgronden; leemarm en zwak lemig fijn zand
8016,EZg21,Lage enkeerdgronden; leemarm en zwak lemig fijn zand
8020,EZg23,Lage enkeerdgronden; lemig fijn zand
8021,EZg23g,Lage enkeerdgronden; lemig fijn zand
8022,EZg23w,Lage enkeerdgronden; lemig fijn zand
8030,bEZ21,Hoge bruine enkeerdgronden; leemarm en zwak lemig fijn zand
8041,bEZ23t,Hoge bruine enkeerdgronden; lemig fijn zand
8050,bEZ30,Hoge bruine enkeerdgronden; grof zand
8060,zEZ21,Hoge zwarte enkeerdgronden; leemarm en zwak lemig fijn zand
8061,zEZ21t,Hoge zwarte enkeerdgronden; leemarm en zwak lemig fijn zand
8070,zEZ21g,Hoge zwarte enkeerdgronden; leemarm en zwak lemig fijn zand
8091,zEZ23g,Hoge zwarte enkeerdgronden; lemig fijn zand
8100,zEZ23x,Hoge zwarte enkeerdgronden; lemig fijn zand
8101,zEZ23t,Hoge zwarte enkeerdgronden; lemig fijn zand
8110,zEZ30g,Hoge zwarte enkeerdgronden; grof zand
8120,EZ50A,Kalkhoudende enkeerdgronden; matig fijn zand
9010,EK19,"Tuineerdgronden; lichte zavel, profielverloop 5, of 5 en 2, of 2"
9020,EL5,Tuineerdgronden; zandige leem
10010,pZg21,Beekeerdgronden; leemarm en zwak lemig fijn zand
10012,pZg21g,Beekeerdgronden; leemarm en zwak lemig fijn zand
10013,pZg21x,Beekeerdgronden; leemarm en zwak lemig fijn zand
10014,pZg21w,Beekeerdgronden; leemarm en zwak lemig fijn zand
10016,pZg21,Beekeerdgronden; leemarm en zwak lemig fijn zand
10020,kpZg21,Beekeerdgronden; leemarm en zwak lemig fijn zand
10040,pZg23g,Beekeerdgronden; lemig fijn zand
10060,pZg23x,Beekeerdgronden; lemig fijn zand
10061,pZg23t,Beekeerdgronden; lemig fijn zand
10070,fpZg23,Beekeerdgronden; lemig fijn zand
10071,fpZg23g,Beekeerdgronden; lemig fijn zand
10072,fpZg23t,Beekeerdgronden; lemig fijn zand
10080,kpZg23,Beekeerdgronden; lemig fijn zand
10081,kpZg23g,Beekeerdgronden; lemig fijn zand
10090,fkpZg23,Beekeerdgronden; lemig fijn zand
10100,pZg30r,Beekeerdgronden; grof zand
10110,pZn21,Gooreerdgronden; leemarm en zwak lemig fijn zand
10111,pZn21g,Gooreerdgronden; leemarm en zwak lemig fijn zand
10112,pZn21t,Gooreerdgronden; leemarm en zwak lemig fijn zand
10120,kpZn21,Gooreerdgronden; leemarm en zwak lemig fijn zand
10121,kpZn23x,Gooreerdgronden; lemig fijn zand
10130,pZn23,Gooreerdgronden; lemig fijn zand
10140,pZn23g,Gooreerdgronden; lemig fijn zand
10150,pZn23x,Gooreerdgronden; lemig fijn zand
10151,pZn23t,Gooreerdgronden; lemig fijn zand
10170,pZn30,Gooreerdgronden; grof zand
10182,Zn21g,Vlakvaaggronden; leemarm en zwak lemig fijn zand
10186,Zn21,Vlakvaaggronden; leemarm en zwak lemig fijn zand
10190,kZn21,Vlakvaaggronden; leemarm en zwak lemig fijn zand
10191,kZn30,Vlakvaaggronden; grof zand
10195,kZn21,Vlakvaaggronden; leemarm en zwak lemig fijn zand
10200,Zn23,Vlakvaaggronden; lemig fijn zand
10201,Zn23t,Vlakvaaggronden; lemig fijn zand
10210,fZn23,Vlakvaaggronden; lemig fijn zand
10211,fZn21,Vlakvaaggronden; leemarm en zwak lemig fijn zand
10220,fkZn23,Vlakvaaggronden; lemig fijn zand
10221,fkZn21,Vlakvaaggronden; leemarm en zwak lemig fijn zand
10230,Zn30,Vlakvaaggronden; grof zand
10240,Zd21,Duinvaaggronden; leemarm en zwak lemig fijn zand
10241,zHd21,Haarpodzolgronden; leemarm en zwak lemig fijn zand
10250,Zd21g,Duinvaaggronden; leemarm en zwak lemig fijn zand
10251,zgY30,Holtpodzolgronden; grof zand
10260,Zd30,Duinvaaggronden; grof zand
10270,Zb21,Vorstvaaggronden; leemarm en zwak lemig fijn zand
10281,Zb23g,Vorstvaaggronden; lemig fijn zand
10290,Zb30,Vorstvaaggronden; grof zand
11010,pZg20A,Kalkhoudende beekeerdgronden; zeer fijn en matig fijn zand
11020,Zn10A,Kalkhoudende vlakvaaggronden; uiterst fijn zand
11021,Zn10Av,Kalkhoudende vlakvaaggronden; uiterst fijn zand
11030,kZn40A,Kalkhoudende vlakvaaggronden; zeer fijn zand
11031,kZn10A,Kalkhoudende vlakvaaggronden; uiterst fijn zand
11032,kZn50A,Kalkhoudende vlakvaaggronden; matig fijn zand
11051,Zn50Ar,Kalkhoudende vlakvaaggronden; matig fijn zand
11060,Zn30A,Kalkhoudende vlakvaaggronden; grof zand
11061,Zn30Ab,"Kalkhoudende vlakvaaggronden; grof zand, gedeeltelijk ontkalkt"
11070,Zd20A,Kalkhoudende duinvaaggronden; fijn zand
11071,Zd20Ab,"Kalkhoudende duinvaaggronden; fijn zand, gedeeltelijk ontkalkt"
12010,Sn13A,"Kalkhoudende vlakvaaggronden; zwak en sterk lemig, kleiig, uiterst fijn zand"
12011,Sn13Av,"Kalkhoudende vlakvaaggronden; zwak en sterk lemig, kleiig, uiterst fijn zand"
12020,kSn13A,"Kalkhoudende vlakvaaggronden; zwak en sterk lemig, kleiig, uiterst fijn zand"
13010,MOo02,Slikvaaggronden; zand beginnend ondieper dan 0.8 m
13020,MOo05,Slikvaaggronden; geen zand beginnend ondieper dan 0.8 m
13030,MOb72,Gorsvaaggronden; zware zavel en klei; zand beginnend ondieper dan 0.8 m
13040,MOb75,Gorsvaaggronden; zware zavel en klei; geen zand beginnend ondieper dan 0.8 m
15010,pMv51,"Liedeerdgronden; zavel, profielverloop 1"
15020,pMv81,"Liedeerdgronden; klei, profielverloop 1"
15030,pMo50,Tochteerdgronden; zavel
15040,pMo80,Tochteerdgronden; klei
15041,pMo80l,Tochteerdgronden; klei
15051,pMn52A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 2"
15070,pMn86C,"Kalkarme leek-/woudeerdgronden; klei, profielverloop 3, of 3 en 4 of 4"
15071,pMn86Cw,"Kalkarme leek-/woudeerdgronden; klei, profielverloop 3, of 3 en 4 of 4"
15080,pMn55C,"Kalkarme leek-/woudeerdgronden; zavel, profielverloop 5"
15090,pMn85C,"Kalkarme leek-/woudeerdgronden; klei, profielverloop 5"
15100,Mv51A,"Kalkrijke drechtvaaggronden; zavel, profielverloop 1"
15101,eMv61C,"Kalkarme drechtvaaggronden; zavel en lichte klei, profielverloop 1"
15110,Mv81A,"Kalkrijke drechtvaaggronden; klei, profielverloop 1"
15111,eMv41C,"Kalkarme drechtvaaggronden; zware klei, profielverloop 1"
15120,Mv61C,"Kalkarme drechtvaaggronden; zavel en lichte klei, profielverloop 1"
15130,Mv41C,"Kalkarme drechtvaaggronden; zware klei, profielverloop 1"
15131,Mv41Cl,"Kalkarme drechtvaaggronden; zware klei, profielverloop 1"
15132,Mv41Cp,"Kalkarme drechtvaaggronden; zware klei, profielverloop 1"
15140,Mo20A,Kalkrijke nesvaaggronden; zware zavel
15160,Mo80A,Kalkrijke nesvaaggronden; klei
15170,Mo80C,Kalkarme nesvaaggronden; klei
15171,Mo80Cv,Kalkarme nesvaaggronden; klei
15180,Mn12A,"Kalkrijke poldervaaggronden; lichte zavel, profielverloop 2"
15190,Mn12Ap,"Kalkrijke poldervaaggronden; lichte zavel, profielverloop 2"
15200,Mn22A,"Kalkrijke poldervaaggronden; zware zavel, profielverloop 2"
15210,Mn22Ap,"Kalkrijke poldervaaggronden; zware zavel, profielverloop 2"
15220,Mn82A,"Kalkrijke poldervaaggronden; klei, profielverloop 2"
15230,Mn82Ap,"Kalkrijke poldervaaggronden; klei, profielverloop 2"
15241,Mn15Ap,"Kalkrijke poldervaaggronden; lichte zavel, profielverloop 5"
15250,Mn15Av,"Kalkrijke poldervaaggronden; lichte zavel, profielverloop 5"
15251,Mn15Aw,"Kalkrijke poldervaaggronden; lichte zavel, profielverloop 5"
15260,bMn15A,"Kalkrijke poldervaaggronden; lichte zavel, profielverloop 5"
15280,Mn25Ap,"Kalkrijke poldervaaggronden; zware zavel, profielverloop 5"
15290,Mn25Av,"Kalkrijke poldervaaggronden; zware zavel, profielverloop 5"
15291,Mn25Aw,"Kalkrijke poldervaaggronden; zware zavel, profielverloop 5"
15300,bMn25A,"Kalkrijke poldervaaggronden; zware zavel, profielverloop 5"
15310,eMn25A,"Kalkrijke poldervaaggronden; zware zavel, profielverloop 5"
15311,eMn25Av,"Kalkrijke poldervaaggronden; zware zavel, profielverloop 5"
15330,Mn35Ap,"Kalkrijke poldervaaggronden; lichte klei, profielverloop 5"
15340,Mn35Av,"Kalkrijke poldervaaggronden; lichte klei, profielverloop 5"
15350,eMn35A,"Kalkrijke poldervaaggronden; lichte klei, profielverloop 5"
15351,eMn35Av,"Kalkrijke poldervaaggronden; lichte klei, profielverloop 5"
15361,Mn45Ap,"Kalkrijke poldervaaggronden; zware klei, profielverloop 5"
15370,Mn52Cp,"Kalkarme poldervaaggronden; zavel, profielverloop 2"
15380,Mn82Cp,"Kalkarme poldervaaggronden; klei, profielverloop 2"
15381,Mn82Cwp,"Kalkarme poldervaaggronden; klei, profielverloop 2"
15390,Mn56C,"Kalkarme poldervaaggronden; zavel, profielverloop 3, of 3 en 4, of 4"
15400,Mn86C,"Kalkarme poldervaaggronden; klei, profielverloop 3, of 3 en 4, of 4"
15401,Mn86Cl,"Kalkarme poldervaaggronden; klei, profielverloop 3, of 3 en 4, of 4"
15402,Mn86Cv,"Kalkarme poldervaaggronden; klei, profielverloop 3, of 3 en 4, of 4"
15403,Mn86Cwp,"Kalkarme poldervaaggronden; klei, profielverloop 3, of 3 en 4, of 4"
15411,Mn15Cw,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5"
15420,bMn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5"
15431,Mn25Cw,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5"
15440,Mn85C,"Kalkarme poldervaaggronden; klei, profielverloop 5"
15441,Mn85Cv,"Kalkarme poldervaaggronden; klei, profielverloop 5"
15442,Mn85Cwp,"Kalkarme poldervaaggronden; klei, profielverloop 5"
15450,gMn53C,"Knippige poldervaaggronden; zavel, profielverloop 3"
15451,gMn52C,"Knippige poldervaaggronden; zavel, profielverloop 2"
15452,gMn58Cv,"Knippige poldervaaggronden; zavel, profielverloop 4, of 4 en 3"
15460,gMn83C,"Knippige poldervaaggronden; klei, profielverloop 3"
15461,gMn83Cp,"Knippige poldervaaggronden; klei, profielverloop 3"
15462,gMn83Cw,"Knippige poldervaaggronden; klei, profielverloop 3"
15470,gMn88C,"Knippige poldervaaggronden; klei, profielverloop 4, of 4 en 3"
15480,gMn88Cv,"Knippige poldervaaggronden; klei, profielverloop 4, of 4 en 3"
15481,gMn88Clv,"Knippige poldervaaggronden; klei, profielverloop 4, of 4 en 3"
15510,gMn85C,"Knippige poldervaaggronden; klei, profielverloop 5"
15520,kMn63C,"Knippoldervaaggronden; zavel en lichte klei, profielverloop 3"
15521,kMn63Cp,"Knippoldervaaggronden; zavel en lichte klei, profielverloop 3"
15530,kMn68C,"Knippoldervaaggronden; zavel en lichte klei, profielverloop 4, of 4 en 3"
15540,kMn43C,"Knippoldervaaggronden; zware klei, profielverloop 3"
15541,kMn43Cp,"Knippoldervaaggronden; zware klei, profielverloop 3"
15550,kMn48C,"Knippoldervaaggronden; zware klei, profielverloop 4, of 4 en 3"
15560,kMn48Cv,"Knippoldervaaggronden; zware klei, profielverloop 4, of 4 en 3"
16010,pRv81,"Liedeerdgronden; klei, profielverloop 1"
16020,pRn59,"Leek-/woudeerdgronden; zavel, profielverloop 5, of 5 en 2, of 2"
16021,pRn59,"Leek-/woudeerdgronden; zavel, profielverloop 5, of 5 en 2, of 2"
16030,pRn86,"Leek-/woudeerdgronden; klei, profielverloop 3, of 3 en 4, of 4"
16040,Rv01C,Kalkloze drechtvaaggronden; profielverloop 1
16061,Rn66Av,"Kalkhoudende poldervaaggronden; zavel en lichte klei, profielverloop 3, of 3 en 4, of 4"
16070,Rn46A,"Kalkhoudende poldervaaggronden; zware klei, profielverloop 3, of 3 en 4 , of 4"
16110,Rn62C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2"
16111,Rn62Cg,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2"
16120,fRn62C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2"
16121,fRn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5"
16130,Rn67C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 3, of 3 en 4"
16140,Rn62Cp,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2"
16150,Rn94C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 4"
16160,Rn47C,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4"
16170,Rn47Cp,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4"
16171,Rn47Cwp,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4"
16180,bRn46C,"Kalkloze poldervaaggronden (bruine komgrond); zware klei, profielverloop 3, of 3 en 4, of 4"
16190,Rn44C,"Kalkloze poldervaaggronden; zware klei, profielverloop 4"
16200,Rn44Cv,"Kalkloze poldervaaggronden; zware klei, profielverloop 4"
16201,Rn44Cw,"Kalkloze poldervaaggronden; zware klei, profielverloop 4"
17010,KRn1,Poldervaaggronden; lichte zavel
17020,KRn1g,Poldervaaggronden; lichte zavel
17030,KRn2,Poldervaaggronden; zware zavel
17040,KRn2g,Poldervaaggronden; zware zavel
17050,KRn8,Poldervaaggronden; klei
17051,KRn8g,Poldervaaggronden; klei
17060,KRd1,"Ooivaaggronden, lichte zavel"
17061,KRd1g,"Ooivaaggronden, lichte zavel"
17070,KRd7,Ooivaaggronden; zware zavel en klei
17071,KRd7g,Ooivaaggronden; zware zavel en klei
18010,pLn5,Leek-/woudeerdgronden; zandige leem; colluvium in dal
18020,Ln5,Poldervaaggronden; zandige leem in situ
18021,Ln5g,Poldervaaggronden; zandige leem in situ
18030,Ld5g,Ooivaaggronden met roest beginnend dieper dan 0.8 m; zandige leem in situ
18031,Ld5,Ooivaaggronden met roest beginnend dieper dan 0.8 m; zandige leem in situ
18040,Ld6,Ooivaaggronden met roest beginnend dieper dan 0.8 m; siltige leem in situ
18041,Ld6g,Ooivaaggronden met roest beginnend dieper dan 0.8 m; siltige leem in situ
18050,Ldh6,Ooivaaggronden met roest beginnend dieper dan 0.8 m; siltige leem; colluvium in hellingvoet of uitspoelingswaaier
22010,KX,"Zeer ondiepe keileem, potklei, enz"
22011,KT,Overige kleigronden
22020,KK,Kleefaarde
9013010,Y21,Holtpodzolgronden; leemarm en zwak lemig fijn zand
9013020,Y23,Holtpodzolgronden; lemig fijn zand
9014010,Hn21,Veldpodzolgronden; leemarm en zwak lemig fijn zand
9014020,Hn21g,Veldpodzolgronden; leemarm en zwak lemig fijn zand
9014050,Hn23,Veldpodzolgronden; lemig fijn zand
9014080,Hn30,Veldpodzolgronden; grof zand
9014090,cHn21,Laarpodzolgronden; leemarm en zwak lemig fijn zand
9014120,cHn23,Laarpodzolgronden; lemig fijn zand
9018040,bEZ23,Hoge bruine enkeerdgronden; lemig fijn zand
9018090,zEZ23,Hoge zwarte enkeerdgronden; lemig fijn zand
9023010,Y21,Holtpodzolgronden; leemarm en zwak lemig fijn zand
9023020,Y23,Holtpodzolgronden; lemig fijn zand
9024010,Hn21,Veldpodzolgronden; leemarm en zwak lemig fijn zand
9024020,Hn21g,Veldpodzolgronden; leemarm en zwak lemig fijn zand
9024050,Hn23,Veldpodzolgronden; lemig fijn zand
9024080,Hn30,Veldpodzolgronden; grof zand
9024090,cHn21,Laarpodzolgronden; leemarm en zwak lemig fijn zand
9024120,cHn23,Laarpodzolgronden; lemig fijn zand
9028040,bEZ23,Hoge bruine enkeerdgronden; lemig fijn zand
9028090,zEZ23,Hoge zwarte enkeerdgronden; lemig fijn zand
9034010,Hn21,Veldpodzolgronden; leemarm en zwak lemig fijn zand
9034050,Hn23,Veldpodzolgronden; lemig fijn zand
90110030,pZg23,Beekeerdgronden; lemig fijn zand
90110186,Zn21,Vlakvaaggronden; leemarm en zwak lemig fijn zand
90110280,Zb23,Vorstvaaggronden; lemig fijn zand
90111040,Zn40A,Kalkhoudende vlakvaaggronden; zeer fijn zand
90111050,Zn50A,Kalkhoudende vlakvaaggronden; matig fijn zand
90115050,pMn55A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 5"
90115060,pMn85A,"Kalkrijke leek-/woudeerdgronden; klei, profielverloop 5"
90115240,Mn15A,"Kalkrijke poldervaaggronden; lichte zavel, profielverloop 5"
90115270,Mn25A,"Kalkrijke poldervaaggronden; zware zavel, profielverloop 5"
90115320,Mn35A,"Kalkrijke poldervaaggronden; lichte klei, profielverloop 5"
90115360,Mn45A,"Kalkrijke poldervaaggronden; zware klei, profielverloop 5"
90115410,Mn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5"
90115430,Mn25C,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5"
90115490,gMn15C,"Knippige poldervaaggronden; lichte zavel, profielverloop 5"
90115500,gMn25C,"Knippige poldervaaggronden; zware zavel, profielverloop 5"
90116050,Rn52A,"Kalkhoudende poldervaaggronden; zavel, profielverloop 2"
90116060,Rn66A,"Kalkhoudende poldervaaggronden; zavel en lichte klei, profielverloop 3, of 3 en 4, of 4"
90116080,Rn15A,"Kalkhoudende poldervaaggronden; lichte zavel, profielverloop 5"
90116090,Rn95A,"Kalkhoudende poldervaaggronden; zware zavel en lichte klei, profielverloop 5"
90116210,Rn15C,"Kalkloze poldervaaggronden; lichte zavel, profielverloop 5"
90116220,Rn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5"
90116230,Rd10A,Kalkhoudende ooivaaggronden; lichte zavel
90116240,Rd90A,Kalkhoudende ooivaaggronden; zware zavel en lichte klei
90116250,Rd10C,Kalkloze ooivaaggronden; lichte zavel
90116260,Rd90C,Kalkloze ooivaaggronden; zware zavel en lichte klei
90210030,pZg23,Beekeerdgronden; lemig fijn zand
90210186,Zn21,Vlakvaaggronden; leemarm en zwak lemig fijn zand
90210280,Zb23,Vorstvaaggronden; lemig fijn zand
90211040,Zn40A,Kalkhoudende vlakvaaggronden; zeer fijn zand
90211050,Zn50A,Kalkhoudende vlakvaaggronden; matig fijn zand
90215050,pMn55A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 5"
90215060,pMn85A,"Kalkrijke leek-/woudeerdgronden; klei, profielverloop 5"
90215240,Mn15A,"Kalkrijke poldervaaggronden; lichte zavel, profielverloop 5"
90215270,Mn25A,"Kalkrijke poldervaaggronden; zware zavel, profielverloop 5"
90215320,Mn35A,"Kalkrijke poldervaaggronden; lichte klei, profielverloop 5"
90215360,Mn45A,"Kalkrijke poldervaaggronden; zware klei, profielverloop 5"
90215410,Mn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5"
90215430,Mn25C,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5"
90215490,gMn15C,"Knippige poldervaaggronden; lichte zavel, profielverloop 5"
90215500,gMn25C,"Knippige poldervaaggronden; zware zavel, profielverloop 5"
90216050,Rn52A,"Kalkhoudende poldervaaggronden; zavel, profielverloop 2"
90216060,Rn66A,"Kalkhoudende poldervaaggronden; zavel en lichte klei, profielverloop 3, of 3 en 4, of 4"
90216080,Rn15A,"Kalkhoudende poldervaaggronden; lichte zavel, profielverloop 5"
90216090,Rn95A,"Kalkhoudende poldervaaggronden; zware zavel en lichte klei, profielverloop 5"
90216210,Rn15C,"Kalkloze poldervaaggronden; lichte zavel, profielverloop 5"
