# --------------------------------------------------------------------------------------------------------
# Contents:
# Properties of the horizons of different soil profiles of the Dutch Soil Map.
#
# Source:
# Download "Bodemkaart 1:50.000" at https://bodemdata.nl/basiskaarten. This file is a modified version of the table "soilhorizon" within "BRO-SGM-DownloadBodemkaart-V2024-01_1.gpkg"
#
# Date:
# 2025-08-05
# --------------------------------------------------------------------------------------------------------
normalsoilprofile_id,layernumber,faohorizonnotation,ztop,zbottom,staringseriesblock,organicmattercontent,organicmattercontent10p,organicmattercontent90p,acidity,acidity10p,acidity90p,cnratio,peattype,calciccontent,fedith,loamcontent,loamcontent10p,loamcontent90p,lutitecontent,lutitecontent10p,lutitecontent90p,sandmedian,sandmedian10p,sandmedian90p,siltcontent,density
1140,1,Aap,0,0.1,117,23,15,35,4.8,4.5,5.5,12,verweerdKleirijk,0,1.8,30,15,50,12,10,40,175,150,200,18,0.608
1140,2,ACg,0.1,0.3,210,15,10,25,4.8,4.5,5.5,14,,0,1.8,35,15,70,18,10,40,140,110,180,17,0.664
1140,3,Cw,0.3,0.7,217,50,35,70,5.2,4.7,5.5,18,bosveen,0.1,0.8,95,80,100,60,30,80,110,90,130,35,0.265
1140,4,Cu,0.7,1.2,217,70,35,80,5.3,4.7,5.5,18,bosveen,0.1,0.8,95,80,100,60,30,80,110,90,130,35,0.238
1150,1,Ah,0,0.05,117,22,15,30,4.7,4.3,5.3,13,verweerdKleirijk,0,1.8,85,70,95,50,40,75,90,70,110,35,0.632
1150,2,ACg,0.05,0.15,213,15,10,30,4.7,4.3,5.3,13,,0,1.8,90,70,100,50,40,75,90,70,110,40,0.664
1150,3,Cwg,0.15,0.3,218,20,10,30,4.7,4.3,5.3,17,,0,0.8,95,70,100,55,40,75,90,70,110,40,0.252
1150,4,Cw,0.3,0.6,216,80,70,90,3.6,3.2,4,30,verslagen,0,0.6,60,40,80,22,10,60,110,90,130,38,0.226
1150,5,Cu,0.6,1.2,216,90,75,95,3.2,3,4,35,verslagen,0,0.5,30,12,50,8,4,20,130,100,150,22,0.215
1160,1,Aap,0,0.08,117,19,12,30,4.7,4.5,5.5,12,verweerdKleirijk,0,1.7,25,20,50,10,8,20,175,150,200,15,0.646
1160,2,ACg,0.08,0.25,210,14,10,30,4.7,4.5,5.5,12,,0,1.7,30,20,50,15,10,30,175,150,200,15,0.897
1160,3,Cwg,0.25,0.35,212,15,10,30,4.9,4.5,5.5,16,,0,1.4,65,50,90,45,35,70,110,90,130,20,0.261
1160,4,Cw,0.35,0.6,217,75,60,80,5.1,4.7,5.5,22,zeggeveen,0,1.4,75,45,85,18,6,30,125,110,140,57,0.232
1160,5,Cu,0.6,1.2,217,80,60,90,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.226
1170,1,Ahg,0,0.07,117,22,15,35,5,4.5,5.5,12,verweerdKleirijk,0,1.7,80,50,95,45,35,70,100,80,130,35,0.632
1170,2,ACg,0.07,0.2,212,12,10,30,5,4.5,5.5,13,,0,1.7,80,50,95,45,35,70,100,80,130,35,0.89
1170,3,Cwg,0.2,0.35,218,20,10,30,5,4.5,5.5,16,,0,1.4,65,50,90,45,35,70,110,90,130,20,0.252
1170,4,Cw,0.35,0.6,217,75,60,80,5.1,4.7,5.5,22,zeggeveen,0,1.4,75,45,85,18,6,30,125,110,140,57,0.232
1170,5,Cu,0.6,1.2,217,80,60,90,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.226
1180,1,Ahg,0,0.08,117,20,15,30,4.9,4.5,5.5,12,verweerdKleirijk,0,1.7,50,30,80,25,15,60,140,110,180,25,0.641
1180,2,ACg,0.08,0.2,117,15,10,30,4.9,4.5,5.5,13,,0,1.7,50,30,80,25,15,60,140,110,180,25,0.664
1180,3,Cwg,0.2,0.35,218,25,10,30,4.9,4.5,5.5,17,verweerdKleirijk,0,1.7,80,50,95,40,30,70,110,90,130,40,0.243
1180,4,Cw,0.35,0.8,217,60,40,80,5.1,4.7,5.5,22,zeggeveen,0,1.4,75,45,85,18,6,30,125,110,140,57,0.251
1180,5,Cu,0.8,1.2,201,0.5,0.1,10,5.1,4.7,5.5,22,,0,0.4,8,6,20,2,1,4,160,130,200,6,1.663
1190,1,Ahg,0,0.08,117,22,15,30,5,4.5,5.5,11,,0,2.9,90,70,100,65,40,70,110,90,130,25,0.632
1190,2,Cwg,0.08,0.3,213,10,5,30,5,4.5,5.5,12,,0,1.4,90,70,100,65,40,70,110,90,130,25,0.901
1190,3,Cw,0.3,0.6,217,65,45,70,5.2,4.7,5.5,18,bosveen,0.1,0.8,95,80,100,60,30,80,110,90,130,35,0.244
1190,4,Cu,0.6,1.2,217,75,45,80,5.3,4.7,5.5,18,bosveen,0.1,0.8,95,80,100,60,30,80,110,90,130,35,0.232
1200,1,Ahg,0,0.08,117,20,15,30,4.9,4.5,5.5,13,,0,1.8,90,70,100,60,40,70,110,90,130,30,0.641
1200,2,Cwg,0.08,0.3,213,10,5,30,4.9,4.5,5.5,14,,0,1.5,90,70,100,60,40,70,110,90,130,30,0.918
1200,3,Cw,0.3,0.6,216,75,60,90,3.6,3.2,4,30,verslagen,0,0.6,60,40,80,22,10,60,110,90,130,38,0.232
1200,4,Cu,0.6,1.2,216,90,70,95,3.2,3,4,35,verslagen,0,0.5,30,12,50,8,4,20,130,100,150,22,0.215
1210,1,Ahg,0,0.08,117,20,15,30,4.9,4.5,5.5,13,,0,1.8,90,70,100,60,40,70,110,90,130,30,0.641
1210,2,Cwg,0.08,0.3,213,10,5,30,4.9,4.5,5.5,14,,0,1.5,90,70,100,60,40,70,110,90,130,30,0.918
1210,3,Cw,0.3,0.6,216,75,60,90,3.6,3.2,4,30,verslagen,0,0.6,60,40,80,22,10,60,110,90,130,38,0.232
1210,4,Cu,0.6,1.2,216,90,70,95,3.2,3,4,35,verslagen,0,0.5,30,12,50,8,4,20,130,100,150,22,0.215
1220,1,Ahg,0,0.1,117,20,15,30,5,4.5,5.5,12,,0,1.8,90,70,100,60,40,70,110,90,130,30,0.641
1220,2,Cwg,0.1,0.35,213,7,5,30,5,4.5,5.5,14,,0,1.8,90,70,100,60,40,70,110,90,130,30,1.023
1220,3,Cw,0.35,0.7,217,60,40,80,5.1,4.7,5.5,22,zeggeveen,0,1.4,75,45,85,18,6,30,125,110,140,57,0.251
1220,4,Cu,0.7,1.2,217,80,60,90,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.226
1225,1,Ahg,0,0.1,117,15,8,30,7.3,6.5,7.8,12,,3,1.8,60,40,80,20,12,30,110,90,130,40,0.641
1225,2,Cwg,0.1,0.3,210,5,2,30,7.3,6.5,7.8,14,,3,1.8,60,40,80,20,12,30,110,90,130,40,1.023
1225,3,Cw,0.3,0.7,217,60,40,80,5.1,4.7,5.5,22,zeggeveen,0,1.4,75,45,85,18,6,30,125,110,140,57,0.251
1225,4,Cu,0.7,1.2,217,80,60,90,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.226
1230,1,Ahg,0,0.1,117,20,10,30,5,4.5,5.5,12,,0,2.1,75,40,90,40,25,60,140,110,170,35,0.641
1230,2,Cwg,0.1,0.35,213,7,5,30,5,4.5,5.5,14,,0,2,90,70,100,55,40,70,110,90,130,35,1.044
1230,3,Cw,0.35,0.8,217,75,60,90,5,4.7,5.5,22,zeggeveen,0,1.4,75,45,85,18,6,30,125,110,140,57,0.232
1230,4,BCb,0.8,0.95,201,3,1,8,4.8,4.5,5.2,22,,0,0.4,8,5,20,2,1,4,160,140,180,6,1.545
1230,5,Cu,0.95,1.2,201,0.4,0.1,3,4.8,4.5,5.2,22,,0,0.3,8,5,20,2,1,4,160,140,180,6,1.668
1235,1,Ahg,0,0.1,117,15,8,30,7.3,6.5,7.8,12,,3,1.8,60,40,80,20,12,30,110,90,130,40,0.641
2070,3,Cw2,0.3,0.4,216,90,60,95,3.6,3.2,4.2,35,veenmosveen,0,0.2,8,4,10,3,2,8,140,130,170,5,0.169
2070,4,Ahb,0.4,0.5,202,4,1,10,3.6,3.2,4.2,25,,0,0.1,16,8,30,4,2,8,160,140,190,12,1.419
2070,5,Bhb,0.5,0.7,202,5,1,10,3.8,3.2,4.5,23,,0,0.1,12,8,20,3,1,6,160,140,190,9,1.456
2070,6,BCb,0.7,0.9,202,1,0.5,5,3.8,3.5,4.5,23,,0,0.1,10,6,20,3,1,6,160,140,190,7,1.635
2070,7,Cu,0.9,1.2,206,0.3,0.1,2,3.9,3.5,4.5,23,,0,0.1,35,30,50,17,15,24,170,150,200,18,1.54
2080,1,Apg,0,0.2,117,30,20,40,5.6,5,6,12,verweerdKleirijk,0.1,1.4,88,70,95,45,25,50,110,90,140,43,0.599
2080,2,Cwg,0.2,0.3,218,60,30,70,5.6,5,6,12,verweerdKleirijk,0.1,1.4,88,70,95,45,25,50,110,90,140,43,0.251
2080,3,Cg,0.3,0.7,212,3,1,10,6.2,5,7,18,,0.3,0.8,95,70,100,46,25,55,110,90,140,49,1.214
2080,4,Cri,0.7,1.2,212,2,1,10,7,5,7.2,18,,1.1,0.8,95,70,100,38,25,55,110,90,140,57,1.291
2081,1,Apg,0,0.2,117,30,20,40,4.6,4,6,12,verweerdKleirijk,0.1,1.4,88,70,95,45,25,50,110,90,140,43,0.599
2081,2,Cwg,0.2,0.3,218,60,30,70,3.8,3.5,6,20,verweerdKleirijk,0,1.4,88,70,95,45,25,50,110,90,140,43,0.251
2081,3,Cg,0.3,0.7,212,3,1,10,4,3.5,6,18,,0,0.8,80,70,100,40,25,55,110,90,140,40,1.25
2081,4,Cr,0.7,1.2,212,2,1,10,5.1,4,7.2,18,,0.2,0.8,80,70,100,38,25,55,110,90,140,42,1.291
2090,1,Apg,0,0.15,117,30,20,40,5,3.5,6,12,verweerdKleirijk,0,1.4,88,70,95,45,25,50,110,90,140,43,0.599
2090,2,Cwg,0.15,0.3,218,45,30,70,4.3,3.5,6,20,verweerdKleirijk,0,1.4,88,70,95,45,25,50,110,90,140,43,0.273
2090,3,Cg,0.3,0.7,212,3,1,10,3.8,3.5,6,18,,0,0.8,95,70,100,46,25,55,110,90,140,49,1.214
2090,4,Cri,0.7,1.2,212,2,1,10,5,3.5,7.2,18,,0,0.8,95,70,100,38,25,55,110,90,140,57,1.291
2110,1,Apg,0,0.18,109,12,3,15,5.2,4.7,6,13,,0,1.4,50,40,70,23,15,50,160,130,180,27,0.965
2110,2,Cwg,0.18,0.3,211,3,2,10,5.2,4.7,6,13,,0,1.4,50,40,70,26,15,50,160,130,180,24,1.343
2110,3,Cwg,0.3,0.6,218,60,30,80,5,4,6,18,verweerdKleirijk,0,0.2,35,20,60,15,8,40,160,130,180,20,0.251
2110,4,Cu,0.6,1.2,202,0.4,0.1,6,4.8,4.2,6,20,,0,0.1,11,6,25,3,2,6,160,130,180,8,1.663
2115,1,Ahg,0,0.1,109,15,8,30,7.3,6.5,7.8,12,,3,1.8,60,40,80,20,12,30,110,90,130,40,0.641
2115,2,Cwg,0.1,0.3,210,5,2,30,7.3,6.5,7.8,14,,3,1.8,60,40,80,20,12,30,110,90,130,40,1.023
2115,3,Cwg,0.3,0.6,218,60,30,80,5,4,6,18,verweerdKleirijk,0,0.2,35,20,60,15,8,40,160,130,180,20,0.251
2115,4,Cu,0.6,1.2,202,0.4,0.1,6,4.8,4.2,6,20,,0,0.1,11,6,25,3,2,6,160,130,180,8,1.663
2120,1,Aap,0,0.2,102,5,2,12,4.9,4.5,5.5,14,,0,0.8,14,10,20,4,2,10,160,140,180,10,1.387
2120,2,Cwg,0.2,0.4,218,65,45,80,4.8,4.5,5.2,23,verweerdMineraalarm,0,0.3,14,10,20,4,2,8,160,140,180,10,0.244
2120,3,Cg,0.4,0.55,203,1,0.1,5,4.8,4.5,6,22,,0,0.2,28,15,40,6,2,8,140,130,170,22,1.563
2120,4,Cu,0.55,1.2,202,0.3,0.1,5,5.1,4.5,6,22,,0,0.2,12,6,25,3,2,8,160,130,180,9,1.665
2125,1,Ap,0,0.25,102,2,0.5,3,7.4,7.1,7.8,10,,5,0.1,55,30,70,3,1,5,80,70,100,52,1.118
2125,2,Cwg,0.25,0.4,218,65,45,80,4.8,4.5,5.2,23,verweerdMineraalarm,0,0.3,14,10,20,4,2,8,160,140,180,10,0.244
2125,3,Cg,0.4,0.55,203,1,0.1,5,4.8,4.5,6,22,,0,0.2,28,15,40,6,2,8,140,130,170,22,1.563
2125,4,Cu,0.55,1.2,202,0.3,0.1,5,5.1,4.5,6,22,,0,0.2,12,6,25,3,2,8,160,130,180,9,1.665
2121,1,Aap,0,0.2,102,5,2,12,4.9,4.5,5.5,14,,0,0.5,14,10,20,4,2,10,160,140,180,10,1.387
2121,2,Cwg,0.2,0.4,218,65,45,80,4.8,4.5,5.2,23,verweerdMineraalarm,0,0.3,30,20,40,4,2,8,140,120,170,26,0.244
2121,3,Cg,0.4,0.55,203,1,0.1,5,4.8,4.5,6,22,,0,0.2,28,15,40,6,2,8,140,130,170,22,1.563
2121,4,Cu,0.55,0.9,202,0.3,0.1,5,5.1,4.5,6,22,,0,0.2,12,6,25,3,2,8,160,130,180,9,1.665
2121,5,Cu,0.9,1.2,206,0.3,0.1,3,4.8,4,5.5,22,,0,0.2,36,30,50,17,15,22,180,160,200,19,1.54
2130,1,Apg,0,0.2,115,25,15,50,4.8,4.5,5.5,14,verweerdZandrijk,0,0.5,23,10,40,4,2,20,170,120,200,19,0.597
2130,2,Cwg,0.2,0.3,218,50,30,70,4.8,4.5,5.5,23,verweerdMineraalarm,0,0.6,30,20,40,8,4,30,130,120,180,22,0.265
2130,3,Ahb,0.3,0.4,207,3,1,10,4.8,4.5,5.5,22,,0,0.2,50,30,70,20,10,40,140,120,180,30,1.388
2130,4,Cu,0.4,1.2,202,0.4,0.1,5,5.1,4.5,6,22,,0.1,0.2,12,6,30,3,2,6,160,120,180,9,1.66
2131,1,Apg,0,0.2,115,25,15,50,4.8,4.5,5.5,14,verweerdZandrijk,0,0.5,23,10,40,4,2,20,170,120,200,19,0.597
2131,2,Cwg,0.2,0.3,218,50,30,70,4.8,4.5,5.5,23,verweerdMineraalarm,0,0.6,30,20,40,8,4,30,130,120,180,22,0.265
2131,3,Ahb,0.3,0.4,207,3,1,10,4.8,4.5,5.5,22,,0,0.2,50,30,70,20,10,40,140,120,180,30,1.388
2131,4,Cg,0.4,0.9,202,0.4,0.1,5,5.1,4.5,6,22,,0,0.2,12,6,30,3,2,6,160,120,180,9,1.66
2131,5,Cu,0.9,1.2,205,0.4,0.1,2,5.1,4.5,6,22,,0,0.2,8,4,14,2,1,4,300,200,500,6,1.495
2140,1,Apg,0,0.2,115,35,15,50,4.8,4.5,5.5,14,verweerdZandrijk,0,0.5,23,10,40,4,2,20,170,120,200,19,0.56
2140,2,Cwg,0.2,0.3,218,50,30,70,4.8,4.5,5.5,23,verweerdMineraalarm,0,0.6,30,20,40,8,4,30,130,120,180,22,0.265
2015,5,Bhb,0.6,0.8,202,4,2,12,5,4.5,6,23,,0,0.1,12,8,20,4,2,6,160,130,180,8,1.496
2015,6,Cu,0.8,1.2,201,0.4,0.1,2,5,4.5,6,23,,0,0.1,8,5,20,3,2,5,160,130,180,5,1.668
2020,1,Ap,0,0.2,115,25,15,50,4.8,4.2,5.5,14,verweerdZandrijk,0,0.2,20,10,30,6,4,14,160,130,180,14,0.597
2020,2,Cw,0.2,0.35,218,60,40,90,4.8,4.2,5.2,24,verweerdMineraalarm,0,0.2,20,10,30,8,4,14,160,130,180,12,0.251
2020,3,Ahb,0.35,0.5,202,3,1,10,4.3,3.6,5.2,23,,0,0.1,12,5,30,3,1,5,160,130,180,9,1.466
2020,4,Bhb,0.5,0.65,202,5,1,10,4.3,3.6,5.2,23,,0,0.1,12,5,30,3,1,5,160,130,180,9,1.456
2020,5,BCb,0.65,0.9,201,1,0.5,5,4.3,3.6,5.2,23,,0,0.1,8,5,25,3,1,5,160,130,180,5,1.638
2020,6,Cu,0.9,1.2,201,0.4,0.1,2,5,4.5,6,23,,0,0.1,8,5,20,3,2,5,160,130,180,5,1.668
2030,1,Ap,0,0.2,115,25,15,50,4.8,4.2,5.5,14,verweerdZandrijk,0,0.2,20,10,30,6,4,14,160,130,180,14,0.597
2030,2,Cw,0.2,0.35,218,60,40,90,4.8,4.2,5.2,24,verweerdMineraalarm,0,0.2,20,10,30,8,4,14,160,130,180,12,0.251
2030,3,Ahb,0.35,0.5,202,3,1,10,4.3,3.6,5.2,23,,0,0.1,12,5,30,3,1,5,160,130,180,9,1.466
2030,4,Bhb,0.5,0.65,202,5,1,10,4.3,3.6,5.2,23,,0,0.1,12,5,30,3,1,5,160,130,180,9,1.456
2030,5,BCb,0.65,0.9,201,1,0.5,5,4.3,3.6,5.2,23,,0,0.1,8,5,25,3,1,5,160,130,180,5,1.638
2030,6,Cu,0.9,1.2,206,0.2,0.1,0.8,4.1,3.6,5.5,23,,0,0.1,35,30,50,20,12,22,170,160,200,15,1.529
2040,1,Aap,0,0.2,102,9,2,15,4.8,4.2,5.5,17,,0,0.2,13,8,20,4,2,8,160,140,180,9,1.26
2040,2,Cw,0.2,0.35,218,60,30,90,4.8,4,5.2,23,verweerdMineraalarm,0,0.1,15,8,30,4,2,8,160,130,180,11,0.251
2040,3,Ahb,0.35,0.6,202,3,1,10,4.5,4,5.2,23,,0,0.1,12,6,25,3,2,6,150,130,180,9,1.464
2040,4,Bhb,0.6,0.8,202,4.5,1,10,4.5,4,5.2,23,,0,0.1,12,6,25,3,2,6,150,130,180,9,1.474
2040,5,BCb,0.8,1,201,2,0.5,5,4.5,4,5.2,23,,0,0.1,8,6,25,3,2,6,150,130,180,5,1.588
