# --------------------------------------------------------------------------------------------------------
# Contents:
# Properties of the horizons of different soil profiles of the Dutch Soil Map.
#
# Source:
# Download "Bodemkaart 1:50.000" at https://bodemdata.nl/basiskaarten. This file is a modified version of the table "soilhorizon" within "BRO-SGM-DownloadBodemkaart-V2024-01_1.gpkg"
#
# Date:
# 2025-08-05
# --------------------------------------------------------------------------------------------------------
normalsoilprofile_id,layernumber,faohorizonnotation,ztop,zbottom,staringseriesblock,organicmattercontent,organicmattercontent10p,organicmattercontent90p,acidity,acidity10p,acidity90p,cnratio,peattype,calciccontent,fedith,loamcontent,loamcontent10p,loamcontent90p,lutitecontent,lutitecontent10p,lutitecontent90p,sandmedian,sandmedian10p,sandmedian90p,siltcontent,density
2040,6,Cu,1,1.2,201,0.3,0.1,2,4.5,4,5.2,23,,0,0.1,8,6,25,3,2,6,150,130,180,5,1.671
2050,1,Aap,0,0.2,102,10,2,15,4.8,4.2,5.5,17,,0,0.2,15,8,20,4,2,8,160,140,180,11,1.229
2050,2,Cw,0.2,0.35,218,60,30,90,4.8,4,5.2,23,verweerdMineraalarm,0,0.1,15,8,30,4,2,8,160,130,180,11,0.251
2050,3,Ahb,0.35,0.6,202,3,1,10,4.3,3.7,5.2,23,,0,0.1,12,6,25,3,2,6,150,130,180,9,1.464
2050,4,Bhb,0.6,0.8,202,4.5,1,10,4.3,3.7,5.2,23,,0,0.1,12,6,25,3,2,6,150,130,180,9,1.474
2050,5,BCb,0.8,1,201,2,0.5,5,4.3,3.7,5.2,23,,0,0.1,8,6,25,3,2,6,150,130,180,5,1.588
2050,6,Cu,1,1.2,206,0.2,0.1,0.8,4.1,3.6,5.5,23,,0,0.1,35,30,50,20,12,22,170,160,200,15,1.529
2060,1,Aap,0,0.2,115,13,5,30,4.6,4,5,25,,0,0.3,12,8,20,4,2,8,145,130,170,8,1.152
2060,2,Cw1,0.2,0.3,216,85,60,95,3.6,3.2,4.2,35,veenmosveen,0,0.2,8,4,10,3,2,8,140,130,170,5,0.173
2060,3,Cw2,0.3,0.4,216,90,60,95,3.6,3.2,4.2,35,veenmosveen,0,0.2,8,4,10,3,2,8,140,130,170,5,0.169
2060,4,Ahb,0.4,0.5,202,4,1,10,3.6,3.2,4.2,25,,0,0.1,16,8,30,4,2,8,130,120,170,12,1.401
2060,5,Bhb,0.5,0.7,202,5,1,10,3.8,3.2,4.5,23,,0,0.1,12,8,20,3,1,6,135,120,170,9,1.443
2060,6,BCb,0.7,0.9,202,1,0.5,5,4,3.5,4.5,23,,0,0.1,10,6,20,3,1,6,135,120,170,7,1.619
2060,7,Cu,0.9,1.2,201,0.3,0.1,2,4.2,3.8,5,23,,0,0.1,8,6,20,3,1,6,135,120,170,5,1.657
2070,1,Aap,0,0.2,115,13,5,30,4.6,4,5,25,,0,0.3,20,8,25,6,2,10,145,130,170,14,1.14
2070,2,Cw,0.2,0.3,216,85,60,95,3.6,3.2,4.2,35,veenmosveen,0,0.2,8,4,10,3,2,8,140,130,170,5,0.173
1010,1,Ahg,0,0.2,117,35,25,45,4.9,4.5,5.5,12,verweerdKleirijk,0.1,3.3,80,70,100,40,30,60,110,90,130,40,0.477
1010,2,ACg,0.2,0.35,117,25,15,45,5,4.5,5.5,14,verweerdKleirijk,0.1,3.3,95,80,100,60,40,70,110,90,130,35,0.619
1010,3,Cw,0.35,0.7,217,50,35,70,5.2,4.7,5.5,18,bosveen,0.1,1.1,95,80,100,60,30,80,110,90,130,35,0.265
1010,4,Cu,0.7,1.2,217,70,35,80,5.3,4.7,5.5,18,bosveen,0.1,1.1,95,80,100,60,30,80,110,90,130,35,0.238
1020,1,Aap,0,0.08,117,25,15,45,4.9,4.5,5.5,12,verweerdKleirijk,0.1,3.3,40,30,70,25,15,50,180,160,200,15,0.619
1020,2,Aap,0.08,0.25,117,17,10,40,4.9,4.5,5.5,14,verweerdKleirijk,0.1,3.3,40,30,70,25,15,50,180,160,200,15,0.655
1020,3,AC,0.25,0.35,217,20,15,45,5,4.5,5.3,14,verweerdKleirijk,0.1,3.3,60,40,95,30,15,50,110,90,130,30,0.641
1020,4,Cw,0.35,0.7,217,50,35,70,5.2,4.7,5.5,18,bosveen,0.1,1.1,95,80,100,60,30,80,110,90,130,35,0.265
1020,5,Cu,0.7,1.2,217,70,35,80,5.3,4.7,5.5,18,bosveen,0.1,1.1,95,80,100,60,30,80,110,90,130,35,0.238
1030,1,Ahg,0,0.15,117,33,20,45,4.3,3.8,4.8,14,verweerdKleirijk,0,2,80,70,100,45,30,60,110,90,130,35,0.588
1030,2,Cwg,0.15,0.4,216,65,35,70,3.6,3.2,4,18,verweerdKleirijk,0,0.6,60,40,80,40,30,60,110,90,130,20,0.244
1030,3,Cu,0.4,1.2,216,89,60,95,3.2,3,4,35,verslagen,0,0.5,30,12,50,8,4,20,130,100,150,22,0.216
1040,1,Ahg,0,0.15,117,35,20,45,4.3,3.8,4.8,14,verweerdKleirijk,0,2,80,70,100,30,20,50,110,90,130,50,0.477
1040,2,Cw,0.15,0.35,216,80,40,90,3.4,3.2,4,18,verslagen,0,0.6,60,40,80,40,30,60,110,90,130,20,0.226
1040,3,Cu,0.35,1.2,216,85,60,95,3.2,3,4,35,verslagen,0,0.5,35,12,50,12,4,20,130,100,150,23,0.221
1050,1,Ahg,0,0.15,117,35,25,50,4.9,4.5,5.5,12,verweerdKleirijk,0.1,2.4,80,70,100,40,30,60,110,90,130,40,0.477
1050,2,AC,0.15,0.3,217,50,30,70,5,4.5,5.5,14,verweerdKleirijk,0.1,2.4,95,80,100,60,40,70,110,90,130,35,0.436
1050,3,Cw,0.3,0.5,217,75,40,90,5.1,4.7,5.5,22,zeggeveen,0,1.4,75,45,85,18,6,30,125,110,140,57,0.232
1050,4,Cu,0.5,1.2,217,80,40,90,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.226
1060,1,Ahg,0,0.2,117,35,25,50,4.9,4.5,5.5,12,verweerdKleirijk,0.1,2.4,80,70,100,40,30,60,110,90,130,40,0.477
1060,2,Cw,0.2,0.4,217,50,30,80,5,4.5,5.5,14,verweerdKleirijk,0.1,2.4,95,80,100,60,40,70,110,90,130,35,0.265
1060,3,Cu,0.4,0.7,217,70,30,80,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.238
1060,4,Cr,0.7,1.2,212,3,1,15,6.3,5.5,7,18,,1,0.4,80,60,95,45,20,60,110,90,130,35,1.219
1070,1,Ahg,0,0.2,117,35,25,50,5,4.5,5.5,13,verweerdKleirijk,0,3.2,70,50,90,25,15,50,150,130,180,45,0.477
1070,2,Cw,0.2,0.4,217,70,30,80,5.1,4.7,5.5,16,verweerdKleirijk,0,1.4,75,45,85,18,6,30,125,110,140,57,0.238
1070,3,Cu,0.4,0.8,217,75,40,90,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.232
1070,4,Cu1,0.8,1,218,20,10,50,5.1,4.7,5.5,22,verslagen,0,0.8,35,15,50,8,4,12,140,130,160,27,0.252
1070,5,Cu2,1,1.2,202,2,0.5,5,5.2,4.7,5.5,20,,0,0.8,16,10,25,4,2,8,160,140,180,12,1.537
1071,1,Ahg,0,0.2,117,35,25,50,4.8,4.5,5.5,13,verweerdKleirijk,0,3.2,70,50,90,25,15,50,150,130,180,45,0.477
1071,2,Cw,0.2,0.4,217,70,30,80,4,3.8,5,16,verweerdKleirijk,0,1.4,75,45,85,18,6,30,125,110,140,57,0.238
1071,3,Cu,0.4,0.8,217,85,40,90,3.2,3,4,35,verslagen,0,0.5,35,12,50,12,4,20,130,100,150,23,0.221
1071,4,Cu1,0.8,1,218,20,10,50,4,3.6,4.5,30,verslagen,0,0.5,35,15,50,8,4,12,140,130,160,27,0.252
1071,5,Cu2,1,1.2,202,2,0.5,5,4.8,4.5,5.5,20,,0,0.4,16,10,25,4,2,8,160,140,180,12,1.537
1072,1,Ahg,0,0.2,117,35,25,50,5,4.5,5.5,13,verweerdKleirijk,0,3.2,70,50,90,25,15,50,150,130,180,45,0.477
1072,2,Cw,0.2,0.4,217,70,30,80,5.1,4.7,5.5,16,verweerdKleirijk,0,1.4,75,45,85,18,6,30,125,110,140,57,0.238
1072,3,Cu,0.4,0.8,217,75,40,90,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.232
1072,4,Cu,0.8,1,218,20,10,50,5.1,4.7,5.5,22,verslagen,0,0.8,35,15,50,8,4,12,140,130,160,27,0.252
1072,5,Cu,1,1.2,206,1,0.5,5,5.1,4.7,5.5,22,,0,0.8,35,30,50,16,8,25,160,140,180,19,1.496
1080,1,Apg,0,0.15,116,45,30,60,4.8,4.5,5.5,12,verweerdZandrijk,0,2,20,10,30,6,4,10,150,130,180,14,0.526
1080,2,Cw,0.15,0.6,217,75,40,85,5.1,4.7,5.5,22,zeggeveen,0,1.4,75,45,85,18,6,30,125,110,140,57,0.232
1080,3,Cu,0.6,1.2,217,80,40,85,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.226
1090,1,Apg,0,0.15,116,45,30,60,4.8,4.5,5.5,12,verweerdZandrijk,0,4.1,30,20,40,8,4,15,150,130,180,22,0.526
1090,2,Cwg,0.15,0.6,217,75,40,85,5.1,4.7,5.5,22,zeggeveen,0,2.4,75,45,85,18,6,30,125,110,140,57,0.232
1090,3,Cu,0.6,1.2,217,80,40,85,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.226
1100,1,Apg,0,0.2,116,35,25,50,4.9,4.5,5.5,14,verweerdZandrijk,0,2.1,20,10,30,6,4,10,150,130,180,14,0.56
1100,2,Cw,0.2,0.5,217,75,40,85,5.1,4.7,5.5,22,zeggeveen,0,1.4,75,45,85,18,6,30,125,110,140,57,0.232
1100,3,Cu,0.5,0.7,217,80,40,85,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.226
1100,4,Cu,0.7,1.2,202,0.5,0.2,7,5.1,4.7,5.5,22,,0,0.2,12,8,30,3,2,8,160,140,180,9,1.655
1110,1,Apg,0,0.2,116,35,25,50,4.9,4.5,5.5,14,verweerdZandrijk,0,4.3,30,20,40,8,4,15,150,130,180,22,0.477
1110,2,Cw,0.2,0.5,217,75,40,85,5.1,4.7,5.5,22,zeggeveen,0,2.3,75,45,85,18,6,30,125,110,140,57,0.232
1110,3,Cu,0.5,0.7,217,80,40,85,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.226
1110,4,Cu,0.7,1.2,202,0.5,0.2,7,5.1,4.7,5.5,22,,0,0.2,12,8,30,3,2,8,160,140,180,9,1.655
1111,1,Apg,0,0.2,116,35,25,50,4.9,4.5,5.5,12,verweerdZandrijk,0,4.5,30,20,40,8,4,15,150,130,180,22,0.477
1111,2,Cw,0.2,0.5,217,75,40,85,5.1,4.7,5.5,22,zeggeveen,0,1.4,75,45,85,18,6,30,125,110,140,57,0.232
1111,3,Cu,0.5,0.7,217,80,40,85,5.1,4.7,5.5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.226
1111,4,Cu,0.7,0.9,202,0.5,0.2,7,5.1,4.7,5.5,22,,0,0.2,12,8,30,3,2,8,160,140,180,9,1.655
1111,5,Cu,0.9,1.2,214,0.5,0.2,4,5.1,4.7,5.5,22,,0,0.2,55,40,70,8,4,12,130,120,160,47,1.396
1120,1,Ap,0,0.2,116,40,25,60,4.5,3.5,4.9,12,verweerdZandrijk,0,0.8,12,8,20,6,4,10,150,130,180,6,0.543
1120,2,Cw,0.2,0.6,216,85,70,98,3.7,3.5,4.2,33,veenmosveen,0,0.5,12,8,20,4,2,8,150,130,180,8,0.173
4121,1,Aap,0,0.25,103,5,3,10,4.7,4.5,5.2,12,,0,0.3,22,15,35,5,2,6,150,130,170,17,1.366
4121,2,Ahb,0.25,0.45,103,4.7,3,10,4.6,4.5,5.2,17,,0,0.22,22,15,35,5,3,6,150,130,170,17,1.377
4121,3,Bhb,0.45,0.6,203,1.8,1,5,4.5,4.2,5,25,,0,0.2,22,15,35,4,2,6,150,130,170,18,1.56
4121,4,BCb,0.6,0.75,202,0.7,0.3,1,4.5,4.2,5,25,,0,0.2,15,8,35,3,2,6,150,130,170,12,1.635
4121,5,Cu,0.75,1.05,202,0.3,0.1,1,4.7,4,5,25,,0,0.2,13,8,35,3,2,6,150,130,170,10,1.661
4121,6,Cu,1.05,1.2,205,0.3,0.1,1,4.7,4,5,25,,0,0.3,8,6,25,3,2,6,350,200,500,5,1.428
4130,1,Aap,0,0.25,103,5.6,3,10,4.7,4.5,5.2,12,,0,0.43,24,15,35,5,3,8,150,130,180,19,1.34
4130,2,Ahb,0.25,0.4,103,5,3,10,4.6,4.5,5.2,17,,0,0.3,24,15,35,5,3,8,150,130,180,19,1.36
4130,3,Bhb,0.4,0.55,203,1.8,0.5,5,4.5,4.2,5,25,,0,0.3,21,15,35,5,3,8,150,130,180,16,1.564
4130,4,Cg,0.55,0.85,203,0.4,0.1,1,4.4,4.2,5,25,,0,0.3,21,15,35,5,3,8,150,130,180,16,1.63
4130,5,Cg,0.85,1.2,206,0.2,0.1,1,4.3,4,5,25,,0,0.4,35,30,45,17,12,25,170,150,200,18,1.558
4131,1,Aap,0,0.25,103,5.6,3,10,4.7,4.5,5.2,12,,0,0.43,24,15,35,5,3,8,150,130,180,19,1.34
4131,2,Ahb,0.25,0.4,103,5,3,10,4.6,4.5,5.2,17,,0,0.3,24,15,35,5,3,8,150,130,180,19,1.36
4131,3,Bhb,0.4,0.55,203,1.8,0.5,5,4.5,4.2,5,25,,0,0.3,21,15,35,5,3,8,150,130,180,16,1.564
4131,4,Cg,0.55,0.85,203,0.4,0.1,1,4.4,4.2,5,25,,0,0.3,21,15,35,5,3,8,150,130,180,16,1.63
4131,5,Cg,0.85,1.2,214,0.2,0.1,1,4.3,4,5,25,,0,0.4,65,45,75,25,20,35,120,100,150,40,1.484
4140,1,Ah,0,0.08,101,4.6,2,8,3.4,2.9,4,24,,0,0.1,9,5,15,3,1,4,170,150,200,6,1.408
4140,2,Eu,0.08,0.15,201,2.1,0.5,5,3.5,3.2,4,24,,0,0.1,9,5,15,3,1,4,170,150,200,6,1.582
4140,3,Bhs,0.15,0.3,201,4.2,1,12,4.2,4,4.8,30,,0,0.3,9,5,15,3,1,4,170,150,200,6,1.491
4140,4,BCy,0.3,0.5,201,0.8,0.3,2,4.5,4,4.8,30,,0,0.3,8,5,15,3,1,4,170,150,200,5,1.646
4140,5,Cy,0.5,1.2,201,0.3,0.1,1,4.6,4,4.8,30,,0,0.2,6,5,15,2,1,4,180,150,200,4,1.668
4150,1,Ah,0,0.08,101,4.6,2,8,3.4,2.9,4,24,,0,0.1,9,5,15,3,1,5,170,150,200,6,1.408
4150,2,Eu,0.08,0.15,201,2.1,0.5,5,3.5,3.2,4,24,,0,0.1,9,5,15,3,1,5,170,150,200,6,1.582
4150,3,Bhs,0.15,0.3,201,4.2,1,12,4.2,4,4.8,30,,0,0.3,9,5,15,3,1,5,170,150,200,6,1.491
4150,4,BCy,0.3,0.5,201,0.8,0.3,2,4.5,4,4.8,30,,0,0.3,8,5,15,3,1,4,170,150,200,5,1.646
4150,5,Cy,0.5,0.8,201,0.3,0.1,1,4.6,4,4.8,30,,0,0.2,6,5,15,2,1,4,180,150,200,4,1.668
4150,6,Cu,0.8,1.2,205,0.3,0.1,1,4.6,4,4.8,30,,0,0.2,6,5,15,2,1,4,280,200,500,4,1.531
9023020,3,BCw,0.35,0.7,202,0.7,0.2,2,4.5,4.2,5.2,27,,0,0.4,16,8,30,4,3,8,155,130,180,12,1.634
9023020,4,Cu,0.7,1.2,202,0.3,0.1,1,4.6,4.2,5.2,22,,0,0.2,14,8,30,4,3,8,155,130,180,10,1.66
3030,1,Ah,0,0.15,105,4,1.5,6,3.5,3.2,4.4,23,,0,0.3,14,8,35,4,2,10,260,200,400,10,1.341
3030,2,Bw,0.15,0.35,205,1.4,0.4,4,4.4,3.8,4.8,27,,0,0.4,14,8,35,4,2,10,260,200,400,10,1.501
3030,3,BCw,0.35,0.7,205,0.7,0.4,2,4.5,3.8,5,27,,0,0.4,12,6,25,3,2,8,300,200,400,9,1.476
3030,4,Cu,0.7,1.2,205,0.3,0.1,2,4.7,4.2,5,22,,0,0.3,5,2,25,2,1,8,300,200,400,3,1.502
3040,1,Aap,0,0.25,102,5,2,7,4.8,4.4,5.2,17,,0,0.3,14,8,18,4,2,6,160,140,200,10,1.387
3040,2,Aa,0.25,0.4,102,3,1.5,5,4.4,4.2,5.2,18,,0,0.3,14,8,18,4,2,6,160,140,200,10,1.462
3040,3,Bw,0.4,0.6,202,1.3,0.5,3,4.5,4.2,5,22,,0,0.4,12,8,18,4,2,6,160,140,200,8,1.616
3040,4,BCw,0.6,0.8,201,0.7,0.4,2,4.5,4.2,5,22,,0,0.4,9,6,18,3,2,6,160,140,200,6,1.651
3040,5,Cu,0.8,1.2,201,0.3,0.1,1,4.7,4.2,5,22,,0,0.3,9,6,18,3,2,6,160,140,200,6,1.672
3050,1,Aap,0,0.25,103,5,2,7,4.8,4.4,5.2,16,,0,0.3,22,14,30,5,2,8,155,130,180,17,1.368
3050,2,Aa,0.25,0.4,103,3,1.5,5,4.4,4.2,5.2,16,,0,0.3,22,14,30,5,2,8,155,130,180,17,1.44
3050,3,Bw,0.4,0.5,203,1.5,0.5,3,4.4,4,5,14,,0,0.4,22,14,30,5,2,8,145,130,180,17,1.571
3050,4,BCw,0.5,0.75,203,1,0.4,2,4.5,4,5,14,,0,0.4,27,14,35,5,2,8,145,130,180,22,1.572
3050,5,Cu,0.75,1.2,202,0.3,0.1,1,4.8,4,5,22,,0,0.3,14,8,35,3,2,8,160,130,200,11,1.66
2140,3,Ahb,0.3,0.4,207,3,1,10,4.8,4.5,5.5,22,,0,0.2,50,30,70,20,10,40,140,120,180,30,1.388
2140,4,Cu,0.4,0.8,202,0.4,0.1,5,5.5,4.5,6,22,,0,0.2,12,6,30,3,2,6,160,120,180,9,1.66
2140,5,Cu,0.8,1.2,206,0.3,0.1,2,6,4.5,6.5,22,,0,0.2,38,30,50,16,12,22,170,150,200,22,1.55
2150,1,Apg,0,0.2,115,25,15,50,4.8,4.5,5.5,14,verweerdZandrijk,0,4.3,30,20,50,6,2,20,170,120,200,24,0.597
2150,2,Cwg,0.2,0.3,218,50,30,70,4.8,4.5,5.5,23,verweerdMineraalarm,0,4.3,35,20,50,10,4,30,170,120,200,25,0.265
2150,3,Ahb,0.3,0.45,207,5,2,10,5,4.5,5.5,22,,0,0.5,45,20,70,18,5,30,170,120,200,27,1.325
2150,4,Cu,0.45,1.2,201,0.3,0.1,4,5.2,4.5,5.5,22,,0,0.2,9,6,20,3,2,6,170,120,200,6,1.669
2151,1,Apg,0,0.2,115,25,15,50,4.8,4.5,5.5,14,verweerdZandrijk,0,4.3,30,20,50,6,2,20,170,120,200,24,0.597
2151,2,Cwg,0.2,0.3,218,50,30,70,4.8,4.5,5.5,23,verweerdMineraalarm,0,4.3,35,20,50,10,4,30,170,120,200,25,0.265
1235,2,Cwg,0.1,0.3,210,5,2,30,7.3,6.5,7.8,14,,3,1.8,60,40,80,20,12,30,110,90,130,40,1.023
1235,3,Cw,0.3,0.8,217,75,60,90,5,4.7,5.5,22,zeggeveen,0,1.4,75,45,85,18,6,30,125,110,140,57,0.232
1235,4,BCb,0.8,0.95,201,3,1,8,4.8,4.5,5.2,22,,0,0.4,8,5,20,2,1,4,160,140,180,6,1.545
1235,5,Cu,0.95,1.2,201,0.4,0.1,3,4.8,4.5,5.2,22,,0,0.3,8,5,20,2,1,4,160,140,180,6,1.668
1240,1,Ahg,0,0.1,117,17,10,25,4.8,4.5,5.5,12,,0,2.1,95,70,100,65,50,70,110,90,130,30,0.655
1240,2,Cwg,0.1,0.35,213,7,5,10,4.8,4.5,5.5,13,,0,2,95,70,100,65,50,80,110,90,130,30,1.003
1240,3,Cw,0.35,0.7,217,55,45,70,5.2,4.7,5.5,18,bosveen,0.1,1.4,95,80,100,60,30,80,110,90,130,35,0.258
1240,4,Cu,0.7,1.2,213,10,5,20,6,5.4,6.5,20,,0.4,1.4,95,70,100,60,40,70,110,90,130,35,0.918
1250,1,Aap,0,0.15,102,8,3,15,4.9,4.5,5.2,13,,0,2,14,10,18,3,2,6,150,140,180,11,1.287
1250,2,Cw,0.15,0.4,217,70,40,85,5.1,4.7,5.5,22,zeggeveen,0,1.4,30,10,40,8,6,20,140,110,160,22,0.238
1250,3,Cu,0.4,0.75,217,75,40,85,5.1,4.7,5.5,22,zeggeveen,0,0.8,30,10,40,8,6,20,140,110,160,22,0.232
1250,4,Cu,0.75,1.2,202,1,0.1,5,5.1,4.7,5.5,22,,0,0.4,10,5,20,2,1,4,160,140,180,8,1.635
1255,1,Ap,0,0.25,104,2,0.5,3,7.4,7.1,7.8,10,,5,0.1,55,30,70,3,1,5,80,70,100,52,1.118
1255,2,Cw,0.25,0.4,217,70,40,85,5.1,4.7,5.5,22,zeggeveen,0,1.4,30,10,40,8,6,20,140,110,160,22,0.238
1255,3,Cu,0.4,0.75,217,75,40,85,5.1,4.7,5.5,22,zeggeveen,0,0.8,30,10,40,8,6,20,140,110,160,22,0.232
1255,4,Cu,0.75,1.2,202,1,0.1,5,5.1,4.7,5.5,22,,0,0.4,10,5,20,2,1,4,160,140,180,8,1.635
1260,1,Aap,0,0.15,102,8,3,15,4.9,4.5,6,13,,0,1.1,12,8,18,3,2,6,150,140,180,9,1.29
1260,2,Cw,0.15,0.4,217,70,40,85,5.1,4.7,5.5,22,zeggeveen,0,0.8,30,10,40,8,6,20,140,110,160,22,0.238
1260,3,Cu,0.4,1.2,217,85,60,90,5.1,4.7,5.5,22,zeggeveen,0,0.8,30,10,40,8,6,20,140,110,160,22,0.221
1265,1,Ap,0,0.25,104,2,0.5,3,7.4,7.1,7.8,10,,5,0.1,55,30,70,3,1,5,80,70,100,52,1.118
1265,2,Cw,0.25,0.4,217,70,40,85,5.1,4.7,5.5,22,zeggeveen,0,0.8,30,10,40,8,6,20,140,110,160,22,0.238
1265,3,Cu,0.4,1.2,217,85,60,90,5.1,4.7,5.5,22,zeggeveen,0,0.8,30,10,40,8,6,20,140,110,160,22,0.221
1270,1,Aap,0,0.2,102,8,3,15,4.9,4.5,5.2,13,,0,0.3,12,8,18,3,2,6,150,140,180,9,1.29
1270,2,Cw,0.2,0.75,216,90,70,95,4,3.6,5,24,veenmosveen,0,0.1,8,4,10,2,1,4,150,140,180,6,0.169
1270,3,Ahb,0.75,0.9,202,7,5,20,4.7,4,5,22,,0,0.2,10,4,25,3,1,8,160,140,180,7,1.326
1270,4,Bhb,0.9,1.1,201,3,1,8,4.7,4,5,22,,0,0.2,8,4,15,2,1,4,160,140,180,6,1.545
1270,5,Cu,1.1,1.2,201,0.5,0.1,3,4.7,4,5,22,,0,0.2,8,4,15,2,1,4,160,140,180,6,1.663
1275,1,Aap,0,0.3,102,8,3,15,7.2,6.5,7.5,13,,2,0.3,12,8,18,3,2,6,150,140,180,9,1.29
1275,2,Cw,0.3,0.75,218,90,70,95,4,3.6,5,24,veenmosveen,0,0.1,8,4,10,2,1,4,150,140,180,6,0.169
1275,3,Ahb,0.75,0.9,202,7,5,20,4.7,4,5,22,,0,0.2,10,4,25,3,1,8,160,140,180,7,1.326
1275,4,Bhb,0.9,1.1,201,3,1,8,4.7,4,5,22,,0,0.2,8,4,15,2,1,4,160,140,180,6,1.545
1275,5,Cu,1.1,1.2,201,0.5,0.1,3,4.7,4,5,22,,0,0.2,8,4,15,2,1,4,160,140,180,6,1.663
1281,1,Ahg,0,0.1,118,65,50,70,5,4.5,5.3,15,verweerdKleirijk,0,1.8,75,40,90,40,20,60,110,80,130,35,0.471
1281,2,Cw,0.1,0.4,216,80,50,90,4.4,4,5,22,verslagen,0,1.8,75,40,90,40,20,60,110,80,130,35,0.226
1281,3,Cu,0.4,1.2,216,87,60,95,3.6,3.2,4,30,verslagen,0,0.6,60,40,80,22,10,60,110,90,130,38,0.219
1282,1,Ah,0,0.1,116,70,50,80,4.3,4,4.8,22,verweerdMineraalarm,0,0.2,8,4,10,4,2,6,140,130,170,4,0.458
1282,2,Cw,0.1,0.35,216,93,70,98,3.6,3.2,4.2,35,verslagen,0,0.1,8,4,10,4,2,6,140,130,170,4,0.212
1282,3,Cu,0.35,1.2,216,95,70,98,3.6,3.2,4.2,35,verslagen,0,0.1,8,4,10,4,2,6,140,130,170,4,0.211
1290,1,Ah,0,0.12,118,55,40,70,4.8,4.2,5,13,verweerdKleirijk,0,1.8,75,40,90,40,30,70,110,80,130,35,0.423
1290,2,Cw,0.12,0.45,217,75,60,90,4.7,4.2,5,22,zeggeveen,0,1.5,75,45,85,18,6,30,125,110,140,57,0.232
1290,3,Cu,0.45,1.2,217,80,60,90,4.7,4.2,5,22,zeggeveen,0,0.8,75,45,85,18,6,30,125,110,140,57,0.226
1300,1,Ahg,0,0.12,118,50,40,70,4.7,4.2,5,13,verweerdKleirijk,0,1.6,90,60,95,40,30,70,110,80,130,50,0.436
1300,2,Cw,0.12,0.45,217,70,50,80,4,3.5,5,18,zeggeveen,0,1.4,95,70,100,60,40,70,110,80,130,35,0.238
1300,3,Cu,0.45,0.7,217,75,50,80,4.7,4.2,5,22,zeggeveen,0,0.8,95,70,100,60,40,70,110,80,130,35,0.232
11071,1,Ah,0,0.07,101,2.7,1,8,6,5.8,7,16,,0.1,0.2,3,2,8,1,1,4,180,170,210,2,1.482
11071,2,Bw,0.07,0.4,201,0.2,0.2,1,7.2,7,7.8,18,,0.2,0.2,2,2,8,1,1,4,180,170,210,1,1.676
11071,3,Cu,0.4,1.2,201,0.2,0.2,1,7.5,7,7.8,18,,3,0.2,2,2,8,1,1,4,180,170,210,1,1.676
12010,1,Ap,0,0.25,103,1.7,1,3,7.4,7,7.8,10,,4,0.4,30,20,50,7,5,8,80,75,100,23,1.23
12010,2,Cg,0.25,1.2,203,0.7,0.2,1,7.4,7,7.8,18,,7,0.4,30,20,50,7,5,8,80,75,100,23,1.311
12011,1,Ap,0,0.25,103,1.7,1,3,7.4,7,7.8,10,,4,0.4,30,20,50,7,5,8,80,75,100,23,1.23
12011,2,Cg,0.25,0.9,203,0.7,0.2,1,7.4,7,7.8,18,,7,0.4,30,20,50,7,5,8,80,75,100,23,1.311
12011,3,Cu,0.9,1.2,218,55,45,80,5.3,4.5,5.5,18,zeggeveen,0,0.4,85,60,95,13,8,15,80,70,100,72,0.5
12020,1,Ap,0,0.25,108,1.8,1,3,7.4,7,7.8,10,,4,0.5,40,30,55,12,8,18,85,70,100,28,1.497
12020,2,Cg,0.25,0.35,209,1,0.5,2,7.4,7,7.8,15,,4,0.5,40,30,55,12,8,18,85,70,100,28,1.532
12020,3,Cg,0.35,1.2,203,0.7,0.2,1,7.4,7,7.8,18,,7,0.4,30,20,50,7,5,8,80,75,100,23,1.311
13010,1,Cri1,0,0.5,209,3,1,15,7.8,7.5,8,9,,9,1.2,32,20,70,16,8,35,80,70,100,16,1.419
13010,2,Cri2,0.5,0.75,208,2,0.5,5,7.8,7.5,8,9,,7,1.2,22,20,70,10,8,35,80,70,100,12,1.507
13010,3,Cu,0.75,1.2,202,0.5,0.2,4,7.4,7,7.8,14,,6,1,12,5,20,5,3,10,100,80,130,7,1.52
13020,1,Cri1,0,0.5,210,5,1,10,7.8,7.5,8,9,,8,1.2,38,20,70,18,8,35,80,70,100,20,1.325
