# --------------------------------------------------------------------------------------------------------
# Contents:
# For each soilprofile in the Dutch Soil Map the area and BOFEK2020 cluster number.
#
# Source:
# Download "Bodemfysische eenhedenkaart + tabel (N.B.: vereist dubbel uitpakken)" at https://www.wur.nl/nl/show/Bodemfysische-Eenhedenkaart-BOFEK2020.htm. This file can is a reduced version of "Clusterhoofden.xlsx" at BOFEK2020_GIS\BOFEK2020_GIS\GIS\BOFEK2020_bestanden\tabellen.
#
# Date:
# 2025-08-05
# --------------------------------------------------------------------------------------------------------
normalsoilprofile_id,area,cluster,dominant
8021,972.7909502,3021,0
8022,1731.74445,3021,0
8091,1341.098552,3021,0
10060,9016.318398,3021,0
10150,3971.485683,3021,0
12011,3042.701728,3021,0
9013020,3868.69045,3021,0
9014050,10606.24424,3021,0
9014120,3579.362594,3021,0
9024120,23966.53086,3021,0
90110030,3726.308598,3021,0
90210030,65571.61365,3021,1
10220,2618.562409,3022,1
4040,10090.23066,3023,1
4041,1395.100253,3023,0
4045,2207.333559,3023,0
10020,5989.715133,3023,0
10120,1411.346357,3023,0
11032,3846.905719,3023,0
15520,6312.726544,4001,1
15530,1904.341832,4001,0
16150,5271.75585,4001,0
15020,2357.246795,4002,0
15111,2557.43098,4002,0
15130,23238.35908,4002,1
15460,19579.72066,4002,0
15480,1889.15426,4002,0
15481,829.5763575,4002,0
16030,1923.264044,4002,0
90115360,18377.51569,4002,0
15070,8432.716199,4003,0
15340,24331.80727,4003,1
17050,2869.004487,4003,0
90115060,5645.847224,4003,0
90215060,13719.90781,4003,0
5040,3553.527308,4004,0
15250,3788.60148,4004,0
90116080,776.7035202,4004,0
90116210,357.1247819,4004,0
90216080,5497.866575,4004,1
90216210,3687.336781,4004,0
15071,1490.847367,4005,0
15441,3451.917481,4005,1
15442,1337.444775,4005,0
15100,6354.261086,4006,1
15040,3416.754697,4007,0
15090,18839.12216,4007,0
15170,3465.066323,4007,0
15171,1481.568515,4007,0
15400,5396.075742,4007,0
15440,9876.068685,4007,0
15452,711.3914293,4007,0
15462,1346.643199,4007,0
15560,3119.743912,4007,0
16180,1363.777005,4007,0
90215360,20704.75528,4007,1
15361,3692.332838,4008,0
15461,860.809902,4008,0
15541,1277.958949,4008,0
16170,4124.142199,4008,1
16171,1486.546061,4008,0
15051,881.5135363,4009,0
15180,18070.5711,4009,1
15451,716.2414407,4009,0
16021,1935.959503,4009,0
17060,5741.144151,4009,0
16010,3620.873321,4010,0
16070,2661.390434,4010,0
16160,24803.61541,4010,1
15251,1998.59061,4011,0
15290,11931.80606,4011,0
15291,1583.772689,4011,0
15411,588.1407334,4011,0
15431,634.5037242,4011,0
16121,1142.090524,4011,0
90115430,2825.486299,4011,0
90115500,2040.876721,4011,0
90215430,6251.52252,4011,0
90215500,15271.20213,4011,1
13030,2001.73817,4012,0
15220,12045.04,4012,1
15230,3950.692264,4012,0
15380,1490.758113,4012,0
15381,756.8072224,4012,0
17051,833.1361378,4012,0
17040,3491.275052,4013,1
17071,672.7761765,4013,0
13040,5429.681827,4014,0
15030,560.1234249,4014,0
15110,2814.550113,4014,0
15160,3542.452663,4014,0
15330,8048.770533,4014,0
15350,6757.9082,4014,0
15351,1066.914104,4014,0
15510,9979.353591,4014,0
15521,1175.856518,4014,0
90115320,52949.71903,4014,1
90215320,32000.55878,4014,0
15131,1694.075018,4015,0
15132,929.1137248,4015,0
15402,10506.12909,4015,0
15403,989.9608207,4015,0
16040,26173.70178,4015,1
16061,884.7460875,4015,0
16130,20548.54544,4015,0
16190,19464.83929,4015,0
16200,9647.906581,4015,0
16201,3085.941196,4015,0
90116060,285.0024818,4015,0
90216060,7341.48406,4015,0
15010,1858.539217,4016,0
15101,1062.879075,4016,0
15120,7088.889968,4016,0
15310,4938.075856,4016,0
15390,3255.816198,4016,0
15450,4549.080866,4016,0
16020,1272.831275,4016,0
17070,2218.440421,4016,0
90116090,3190.776734,4016,0
90116220,1970.25134,4016,0
90216090,23143.72279,4016,1
90216220,12030.69071,4016,0
17020,4298.826407,4017,1
17061,989.4829454,4017,0
13020,3952.87954,4018,0
15080,11552.42326,4018,0
15300,2028.729442,4018,0
15311,486.6399875,4018,0
90115050,3856.206822,4018,0
90115270,70132.40255,4018,1
90116240,2149.940306,4018,0
90215050,14312.66904,4018,0
90215270,24980.46082,4018,0
90216240,22447.02404,4018,0
15260,5358.091113,4019,0
15420,7234.467257,4019,0
90115240,68707.96843,4019,1
90115410,9317.713769,4019,0
90115490,3388.419092,4019,0
90116230,1374.856032,4019,0
90116250,959.7792803,4019,0
90215410,3790.339409,4019,0
90215490,3709.52431,4019,0
90216230,11661.38121,4019,0
90216250,6364.373657,4019,0
15280,3107.11889,4020,0
17030,4153.147524,4020,0
90116260,2223.58199,4020,0
90216260,10224.05595,4020,1
15041,213.3363227,4021,0
15401,1105.97474,4021,0
15470,4036.893263,4021,0
15540,8957.419846,4021,1
15550,7549.608544,4021,0
13010,4300.179845,4022,0
15241,1790.153245,4022,0
16120,2934.318767,4022,0
90116050,1084.169651,4022,0
90216050,9619.213369,4022,1
9010,5560.541978,4023,0
15140,4274.606752,4023,0
17010,6271.656486,4023,0
90215240,18475.98346,4023,1
15190,7386.692689,4024,0
15200,10434.3076,4024,1
15210,4213.339128,4024,0
15370,2462.090731,4024,0
16110,2535.094232,4024,0
16111,552.7452668,4024,0
16140,5927.220775,4024,0
22010,6199.980197,5001,1
22020,423.2157417,5002,1
22011,881.3751246,5003,1
18010,3349.171982,5004,0
18020,3385.492973,5004,1
18021,561.1487041,5004,0
18030,1304.422439,5004,0
18031,2172.315908,5004,0
5010,1647.801851,5005,1
5011,865.5269351,5005,0
9020,212.3649756,5006,1
5020,10760.83837,5007,0
5030,10405.30799,5007,0
18040,2164.334673,5007,0
18041,782.0510562,5007,0
18050,13151.40069,5007,1
