IMB,-148.75930,73.55070,sk
DOT-5,-146.48537,73.56358,sk
Snow Buoy 122,39.88100,86.29180,sk
Snow Buoy 123,78.57160,86.30160,sk
Snow Buoy 124,41.04040,86.20780,sk
Snow Buoy 125,48.30840,86.27540,sk
Snow Buoy 127,43.28620,86.39940,sk
AXIB,-47.85180,84.81100,sk
iSVP-B,-104.40920,71.26580,sk
iSVP-B,-101.27080,70.19520,sk
Thermistor String,48.85166,86.29291,sk
AXIB 40,-140.98480,75.06560,sk
AXIB,-127.68020,70.21080,sk
BD2GI,-133.56400,34.36100,sk
SVP,-88.47240,73.48660,sk
SVP,-7.61000,57.51600,sk
SVPGHI,-52.87700,65.46800,sk
SVPGHI,-20.61400,63.74900,sk
SVPGHI,8.82900,63.75800,sk
SVPGHI,-18.00900,63.65600,sk
BD2GI,-13.08400,47.71900,sk
BD2GI,47.18100,74.46200,sk
BD2GI,2.37400,65.65000,sk
BD2GI,-8.87600,66.11400,sk
SVP,-124.69200,70.14540,sk
SVP,-113.17180,79.10200,sk
IceBall,-139.98420,69.60980,sk
SVP3GI,-129.66200,38.52500,sk
BD2GI,-48.12100,51.82200,sk
BD2GI,11.51200,79.86100,sk
Gy,-13.51200,30.04900,sk
Gy,-51.66500,35.51300,sk
BD2GI,-41.00700,54.75800,sk
BD2GI,-2.06200,76.84400,sk
BD2GI,-0.07900,69.49500,sk
iceBTC5,71.78991,89.00027,sk
iceBTC5,80.23326,87.32734,sk
iceBTC5,77.66909,88.93831,sk
iceBTC5,69.30365,88.81021,sk
iceBTC5,77.67126,88.94010,sk
SVP5S 003,43.43515,86.25182,sk
SVPGHI,-25.59600,27.43700,sk
SVPGHI,-180.00000,-90.00000,sk
SVPGHI,-25.65100,24.75000,sk
SVPGHI,-10.26400,57.93400,sk
SVPGHI,-13.86700,62.95200,sk
BD2GHI,-14.21100,65.64400,sk
BD2GHI,18.77900,70.14700,sk
BD2GHI,-21.01700,63.83400,sk
BD2GHI,28.51500,70.99000,sk
SVP5S 006,80.59179,86.25623,sk
SVP,-51.18400,83.81040,sk
SVP-BA,-111.76920,80.94120,sk
BD2GI,179.79600,45.35500,sk
SVP-BA,-27.10520,83.21420,sk
SVP-BA,-60.46500,57.15740,sk
BD2GI,-135.52200,56.85200,sk
MicroMet,-148.71561,73.54577,sk
Ice Cadet,-148.75446,73.55318,sk
MicroMet,-152.27162,73.27603,sk
